Year,Value,Units,Series
2009,35,Percent,16710
2010,55,Percent,16710
2016,51,Percent,16710
2010,21,Percent,16711
2016,5,Percent,16711
2009,37,Percent,16712
2010,18,Percent,16712
2016,7,Percent,16712
2009,3,Percent,16713
2010,2,Percent,16713
2016,8,Percent,16713
2009,76,Percent,16714
2010,85,Percent,16714
