Year,Series,Region,Sex,Employment Status,Industry,Value
2020,Workingpopulation15+industryofemployment,PortVila,,,Artsentertainmentandrecreation,378
2020,Workingpopulation15+industryofemployment,PortVila,,,Construction,332
2020,Workingpopulation15+industryofemployment,PortVila,,,Education,1064
2020,Workingpopulation15+industryofemployment,PortVila,,,"Electricity,gas,steamandairconditioningsupply",870
2020,Workingpopulation15+industryofemployment,PortVila,,,Financialandinsurance,196
2020,Workingpopulation15+industryofemployment,PortVila,,,Householdactivities,568
2020,Workingpopulation15+industryofemployment,PortVila,,,Humanhealthandsocialwork,513
2020,Workingpopulation15+industryofemployment,PortVila,,,Informationandcommunication,304
2020,Workingpopulation15+industryofemployment,PortVila,,,Manufacturing,1165
2020,Workingpopulation15+industryofemployment,PortVila,,,Miningandquarrying,24
2020,Workingpopulation15+industryofemployment,PortVila,,,NotStated,1470
2020,Workingpopulation15+industryofemployment,PortVila,,,Otherservices,289
2020,Workingpopulation15+industryofemployment,PortVila,,,"Professional,scientific,andtechnicalactivities",1222
2020,Workingpopulation15+industryofemployment,PortVila,,,"Publicadministrationanddefence,compulsorysocialsecurity",61
2020,Workingpopulation15+industryofemployment,PortVila,,,Realestate,1037
2020,Workingpopulation15+industryofemployment,PortVila,,,Transportandstorage,1759
2020,Workingpopulation15+industryofemployment,PortVila,,,"Watersupply,sewage,wastemanagement,andremediation",66
2020,Workingpopulation15+industryofemployment,PortVila,,,"Wholesaleandretailtrade,repairofmotorvehicles",1988
2020,Workingpopulation15+industryofemployment,Luganville,,,Accomodationandfoodservices,235
2020,Workingpopulation15+industryofemployment,Luganville,,,Activitiesofextraterritorialorganizationsandbodies,116
2020,Workingpopulation15+industryofemployment,Luganville,,,Administrativeandsupportservices,168
2020,Workingpopulation15+industryofemployment,Luganville,,,Agricultureforestryandfishing,121
2020,Workingpopulation15+industryofemployment,Luganville,,,Artsentertainmentandrecreation,343
2020,Workingpopulation15+industryofemployment,Luganville,,,Construction,23
2020,Workingpopulation15+industryofemployment,Luganville,,,Education,478
2020,Workingpopulation15+industryofemployment,Luganville,,,"Electricity,gas,steamandairconditioningsupply",332
2020,Workingpopulation15+industryofemployment,Luganville,,,Financialandinsurance,58
2020,Workingpopulation15+industryofemployment,Luganville,,,Householdactivities,62
2020,Workingpopulation15+industryofemployment,Luganville,,,Humanhealthandsocialwork,184
2020,Workingpopulation15+industryofemployment,Luganville,,,Informationandcommunication,33
2020,Workingpopulation15+industryofemployment,Luganville,,,Manufacturing,517
2020,Workingpopulation15+industryofemployment,Luganville,,,Miningandquarrying,4
2020,Workingpopulation15+industryofemployment,Luganville,,,NotStated,182
2020,Workingpopulation15+industryofemployment,Luganville,,,Otherservices,32
2020,Workingpopulation15+industryofemployment,Luganville,,,"Professional,scientific,andtechnicalactivities",270
2020,Workingpopulation15+industryofemployment,Luganville,,,"Publicadministrationanddefence,compulsorysocialsecurity",8
2020,Workingpopulation15+industryofemployment,Luganville,,,Realestate,369
2020,Workingpopulation15+industryofemployment,Luganville,,,Transportandstorage,1049
2020,Workingpopulation15+industryofemployment,Luganville,,,"Watersupply,sewage,wastemanagement,andremediation",22
2020,Workingpopulation15+industryofemployment,Luganville,,,"Wholesaleandretailtrade,repairofmotorvehicles",697
2020,Workingpopulation15+industryofemployment,Torba,,,Accomodationandfoodservices,13
2020,Workingpopulation15+industryofemployment,Torba,,,Activitiesofextraterritorialorganizationsandbodies,22
2020,Workingpopulation15+industryofemployment,Torba,,,Administrativeandsupportservices,218
2020,Workingpopulation15+industryofemployment,Torba,,,Agricultureforestryandfishing,36
2020,Workingpopulation15+industryofemployment,Torba,,,Artsentertainmentandrecreation,1431
2020,Workingpopulation15+industryofemployment,Torba,,,Construction,8
2020,Workingpopulation15+industryofemployment,Torba,,,Education,126
2020,Workingpopulation15+industryofemployment,Torba,,,"Electricity,gas,steamandairconditioningsupply",157
2020,Workingpopulation15+industryofemployment,Torba,,,Financialandinsurance,2
2020,Workingpopulation15+industryofemployment,Torba,,,Householdactivities,18
2020,Workingpopulation15+industryofemployment,Torba,,,Humanhealthandsocialwork,40
2020,Workingpopulation15+industryofemployment,Torba,,,Informationandcommunication,14
2020,Workingpopulation15+industryofemployment,Torba,,,Manufacturing,44
2020,Workingpopulation15+industryofemployment,Torba,,,Miningandquarrying,0
2020,Workingpopulation15+industryofemployment,Torba,,,NotStated,68
2020,Workingpopulation15+industryofemployment,Torba,,,Otherservices,5
2020,Workingpopulation15+industryofemployment,Torba,,,"Professional,scientific,andtechnicalactivities",17
2020,Workingpopulation15+industryofemployment,Torba,,,"Publicadministrationanddefence,compulsorysocialsecurity",22
2020,Workingpopulation15+industryofemployment,Torba,,,Realestate,2
2020,Workingpopulation15+industryofemployment,Torba,,,Transportandstorage,60
2020,Workingpopulation15+industryofemployment,Torba,,,"Watersupply,sewage,wastemanagement,andremediation",57
2020,Workingpopulation15+industryofemployment,Torba,,,"Wholesaleandretailtrade,repairofmotorvehicles",163
2020,Workingpopulation15+industryofemployment,Sanma,,,Accomodationandfoodservices,113
2020,Workingpopulation15+industryofemployment,Sanma,,,Activitiesofextraterritorialorganizationsandbodies,89
2020,Workingpopulation15+industryofemployment,Sanma,,,Administrativeandsupportservices,577
2020,Workingpopulation15+industryofemployment,Sanma,,,Agricultureforestryandfishing,83
2020,Workingpopulation15+industryofemployment,Sanma,,,Artsentertainmentandrecreation,11133
2020,Workingpopulation15+industryofemployment,Sanma,,,Construction,15
2020,Workingpopulation15+industryofemployment,Sanma,,,Education,460
2020,Workingpopulation15+industryofemployment,Sanma,,,"Electricity,gas,steamandairconditioningsupply",575
2020,Workingpopulation15+industryofemployment,Sanma,,,Financialandinsurance,12
2020,Workingpopulation15+industryofemployment,Sanma,,,Householdactivities,18
2020,Workingpopulation15+industryofemployment,Sanma,,,Humanhealthandsocialwork,82
2020,Workingpopulation15+industryofemployment,Sanma,,,Informationandcommunication,37
2020,Workingpopulation15+industryofemployment,Sanma,,,Manufacturing,165
2020,Workingpopulation15+industryofemployment,Sanma,,,Miningandquarrying,1
2020,Workingpopulation15+industryofemployment,Sanma,,,NotStated,388
2020,Workingpopulation15+industryofemployment,Sanma,,,Otherservices,17
2020,Workingpopulation15+industryofemployment,Sanma,,,"Professional,scientific,andtechnicalactivities",67
2020,Workingpopulation15+industryofemployment,Sanma,,,"Publicadministrationanddefence,compulsorysocialsecurity",3
2020,Workingpopulation15+industryofemployment,Sanma,,,Realestate,313
2020,Workingpopulation15+industryofemployment,Sanma,,,Transportandstorage,508
2020,Workingpopulation15+industryofemployment,Sanma,,,"Watersupply,sewage,wastemanagement,andremediation",21
2020,Workingpopulation15+industryofemployment,Sanma,,,"Wholesaleandretailtrade,repairofmotorvehicles",229
2020,Workingpopulation15+industryofemployment,Penama,,,Accomodationandfoodservices,28
2020,Workingpopulation15+industryofemployment,Penama,,,Activitiesofextraterritorialorganizationsandbodies,36
2020,Workingpopulation15+industryofemployment,Penama,,,Administrativeandsupportservices,1111
2020,Workingpopulation15+industryofemployment,Penama,,,Agricultureforestryandfishing,55
2020,Workingpopulation15+industryofemployment,Penama,,,Artsentertainmentandrecreation,5360
2020,Workingpopulation15+industryofemployment,Penama,,,Construction,11
2020,Workingpopulation15+industryofemployment,Penama,,,Education,255
2020,Workingpopulation15+industryofemployment,Penama,,,"Electricity,gas,steamandairconditioningsupply",453
2020,Workingpopulation15+industryofemployment,Penama,,,Financialandinsurance,13
2020,Workingpopulation15+industryofemployment,Penama,,,Householdactivities,57
2020,Workingpopulation15+industryofemployment,Penama,,,Humanhealthandsocialwork,114
2020,Workingpopulation15+industryofemployment,Penama,,,Informationandcommunication,19
2020,Workingpopulation15+industryofemployment,Penama,,,Manufacturing,87
2020,Workingpopulation15+industryofemployment,Penama,,,Miningandquarrying,3
2020,Workingpopulation15+industryofemployment,Penama,,,NotStated,145
2020,Workingpopulation15+industryofemployment,Penama,,,Otherservices,48
2020,Workingpopulation15+industryofemployment,Penama,,,"Professional,scientific,andtechnicalactivities",28
2020,Workingpopulation15+industryofemployment,Penama,,,"Publicadministrationanddefence,compulsorysocialsecurity",1
2020,Workingpopulation15+industryofemployment,Penama,,,Realestate,84
2020,Workingpopulation15+industryofemployment,Penama,,,Transportandstorage,256
2020,Workingpopulation15+industryofemployment,Penama,,,"Watersupply,sewage,wastemanagement,andremediation",8
2020,Workingpopulation15+industryofemployment,Penama,,,"Wholesaleandretailtrade,repairofmotorvehicles",132
2020,Workingpopulation15+industryofemployment,Malampa,,,Accomodationandfoodservices,74
2020,Workingpopulation15+industryofemployment,Malampa,,,Activitiesofextraterritorialorganizationsandbodies,78
2020,Workingpopulation15+industryofemployment,Malampa,,,Administrativeandsupportservices,883
2020,Workingpopulation15+industryofemployment,Malampa,,,Agricultureforestryandfishing,115
2020,Workingpopulation15+industryofemployment,Malampa,,,Artsentertainmentandrecreation,7621
2020,Workingpopulation15+industryofemployment,Malampa,,,Construction,18
2020,Workingpopulation15+industryofemployment,Malampa,,,Education,293
2020,Workingpopulation15+industryofemployment,Malampa,,,"Electricity,gas,steamandairconditioningsupply",547
2020,Workingpopulation15+industryofemployment,Malampa,,,Financialandinsurance,10
2020,Workingpopulation15+industryofemployment,Malampa,,,Householdactivities,36
2020,Workingpopulation15+industryofemployment,Malampa,,,Humanhealthandsocialwork,133
2020,Workingpopulation15+industryofemployment,Malampa,,,Informationandcommunication,58
2020,Workingpopulation15+industryofemployment,Malampa,,,Manufacturing,208
2020,Workingpopulation15+industryofemployment,Malampa,,,Miningandquarrying,2
2020,Workingpopulation15+industryofemployment,Malampa,,,NotStated,475
2020,Workingpopulation15+industryofemployment,Malampa,,,Otherservices,44
2020,Workingpopulation15+industryofemployment,Malampa,,,"Professional,scientific,andtechnicalactivities",83
2020,Workingpopulation15+industryofemployment,Malampa,,,"Publicadministrationanddefence,compulsorysocialsecurity",4
2020,Workingpopulation15+industryofemployment,Malampa,,,Realestate,134
2020,Workingpopulation15+industryofemployment,Malampa,,,Transportandstorage,346
2020,Workingpopulation15+industryofemployment,Malampa,,,"Watersupply,sewage,wastemanagement,andremediation",10
2020,Workingpopulation15+industryofemployment,Malampa,,,"Wholesaleandretailtrade,repairofmotorvehicles",599
2020,Workingpopulation15+industryofemployment,Shefa,,,Accomodationandfoodservices,449
2020,Workingpopulation15+industryofemployment,Shefa,,,Activitiesofextraterritorialorganizationsandbodies,737
2020,Workingpopulation15+industryofemployment,Shefa,,,Administrativeandsupportservices,293
2020,Workingpopulation15+industryofemployment,Shefa,,,Agricultureforestryandfishing,814
2020,Workingpopulation15+industryofemployment,Shefa,,,Artsentertainmentandrecreation,3074
2020,Workingpopulation15+industryofemployment,Shefa,,,Construction,2388
2020,Workingpopulation15+industryofemployment,Shefa,,,Education,1055
2020,Workingpopulation15+industryofemployment,Shefa,,,"Electricity,gas,steamandairconditioningsupply",318
2020,Workingpopulation15+industryofemployment,Shefa,,,Financialandinsurance,600
2020,Workingpopulation15+industryofemployment,Shefa,,,Householdactivities,111
2020,Workingpopulation15+industryofemployment,Shefa,,,Humanhealthandsocialwork,282
2020,Workingpopulation15+industryofemployment,Shefa,,,Informationandcommunication,289
2020,Workingpopulation15+industryofemployment,Shefa,,,Manufacturing,462
2020,Workingpopulation15+industryofemployment,Shefa,,,Miningandquarrying,461
2020,Workingpopulation15+industryofemployment,Shefa,,,NotStated,432
2020,Workingpopulation15+industryofemployment,Shefa,,,Otherservices,514
2020,Workingpopulation15+industryofemployment,Shefa,,,"Professional,scientific,andtechnicalactivities",342
2020,Workingpopulation15+industryofemployment,Shefa,,,"Publicadministrationanddefence,compulsorysocialsecurity",144
2020,Workingpopulation15+industryofemployment,Shefa,,,Realestate,758
2020,Workingpopulation15+industryofemployment,Shefa,,,Transportandstorage,582
2020,Workingpopulation15+industryofemployment,Shefa,,,"Watersupply,sewage,wastemanagement,andremediation",75
2020,Workingpopulation15+industryofemployment,Shefa,,,"Wholesaleandretailtrade,repairofmotorvehicles",356
2020,Workingpopulation15+industryofemployment,Tafea,,,Accomodationandfoodservices,66
2020,Workingpopulation15+industryofemployment,Tafea,,,Activitiesofextraterritorialorganizationsandbodies,36
2020,Workingpopulation15+industryofemployment,Tafea,,,Administrativeandsupportservices,206
2020,Workingpopulation15+industryofemployment,Tafea,,,Agricultureforestryandfishing,92
2020,Workingpopulation15+industryofemployment,Tafea,,,Artsentertainmentandrecreation,1975
2020,Workingpopulation15+industryofemployment,Tafea,,,Construction,10
2020,Workingpopulation15+industryofemployment,Tafea,,,Education,295
2020,Workingpopulation15+industryofemployment,Tafea,,,"Electricity,gas,steamandairconditioningsupply",543
2020,Workingpopulation15+industryofemployment,Tafea,,,Financialandinsurance,10
2020,Workingpopulation15+industryofemployment,Tafea,,,Householdactivities,60
2020,Workingpopulation15+industryofemployment,Tafea,,,Humanhealthandsocialwork,107
2020,Workingpopulation15+industryofemployment,Tafea,,,Informationandcommunication,24
2020,Workingpopulation15+industryofemployment,Tafea,,,Manufacturing,68
2020,Workingpopulation15+industryofemployment,Tafea,,,Miningandquarrying,0
2020,Workingpopulation15+industryofemployment,Tafea,,,NotStated,447
2020,Workingpopulation15+industryofemployment,Tafea,,,Otherservices,24
2020,Workingpopulation15+industryofemployment,Tafea,,,"Professional,scientific,andtechnicalactivities",68
2020,Workingpopulation15+industryofemployment,Tafea,,,"Publicadministrationanddefence,compulsorysocialsecurity",3
2020,Workingpopulation15+industryofemployment,Tafea,,,Realestate,118
2020,Workingpopulation15+industryofemployment,Tafea,,,Transportandstorage,762
2020,Workingpopulation15+industryofemployment,Tafea,,,"Watersupply,sewage,wastemanagement,andremediation",8
2020,Workingpopulation15+industryofemployment,Tafea,,,"Wholesaleandretailtrade,repairofmotorvehicles",204
