Year,Ministry,Department,Budget,Budget Type,Value
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"648,002,268"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"767,700,732"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"105,158,815"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"140,382,950"
2012,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"78,000"
2012,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent     ,"31,438,833"
2012,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Original Budget     ,"37,177,119"
2012,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"2,727,915"
2012,Ministry of Finance and Economic Management,National Statistics Office,Operations,Original Budget     ,"4,008,131"
2012,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent     ,"8,114,999"
2012,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Original Budget     ,"8,343,256"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"1,401,663,636"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"1,736,935,153"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"3,779,487"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"5,000,000"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"176,486"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"22,984,130"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"24,582,333"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"53,839,567"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"50,631,954"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"21,497,778"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"21,224,711"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"48,932,970"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"53,561,203"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"8,722,834"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"9,036,171"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"17,727,914"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"19,776,466"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"11,057,434"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"12,007,945"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"33,725,838"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"31,110,787"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"1,911,349"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"2,102,821"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"5,180,270"
2012,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"5,296,575"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"202,000,000"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"200,000,000"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"35,692,438"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"35,692,438"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"60,193,316"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"60,193,317"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"26,291,633"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"26,291,633"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"27,999,900"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"30,000,000"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"75,869,818"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"146,200,000"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"7,988"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"15,000,000"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"41,255,244"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"41,255,243"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"82,800,392"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"82,800,392"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"38,668,264"
2012,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"38,668,264"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Actual Spent     ,"7,250,016"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Original Budget     ,"7,904,087"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Actual Spent     ,"49,564,293"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Original Budget     ,"38,247,368"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"204,974,727"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Original Budget     ,"210,333,997"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Actual Spent     ,"13,598,396"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Original Budget     ,"13,271,153"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"2,901,591"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Original Budget     ,"1,522,525"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Actual Spent     ,"5,889,964"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Original Budget     ,"7,454,807"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"50,000"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"1,817,888"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"3,923,853"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"997,950"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"7,828,101"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"7,367,305"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"3,894,592"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Original Budget     ,"4,877,012"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"5,131,095"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"4,942,556"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"2,214,064"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"2,944,922"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"11,302,720"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"2,100,851"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"12,454,910"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"14,768,798"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"553,898"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"553,898"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"2,220,663"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"3,395,297"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"11,173,313"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"11,560,505"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"9,705,254"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"11,752,614"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Operations,Actual Spent     ,"24,133,447"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Operations,Original Budget     ,"17,568,536"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Payroll,Actual Spent     ,"34,730,773"
2012,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Payroll,Original Budget     ,"43,138,916"
2012,Ministry of Health,Health Cabinet,Operations,Actual Spent     ,"10,223,915"
2012,Ministry of Health,Health Cabinet,Operations,Original Budget     ,"14,482,599"
2012,Ministry of Health,Health Cabinet,Payroll,Actual Spent     ,"39,462,158"
2012,Ministry of Health,Health Cabinet,Payroll,Original Budget     ,"33,102,661"
2012,Ministry of Health,Health Cabinet,Operations,Actual Spent     ,"2,259,676"
2012,Ministry of Health,Health Cabinet,Operations,Original Budget     ,"3,268,335"
2012,Ministry of Health,Health Cabinet,Payroll,Actual Spent     ,"4,909,393"
2012,Ministry of Health,Health Cabinet,Payroll,Original Budget     ,"7,798,141"
2012,Ministry of Health,Department of Health,Operations,Actual Spent     ,"139,651,740"
2012,Ministry of Health,Department of Health,Operations,Original Budget     ,"136,830,210"
2012,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"75,810,946"
2012,Ministry of Health,Department of Health,Payroll,Original Budget     ,"99,317,494"
2012,Ministry of Health,Department of Health,Operations,Actual Spent     ,"122,346,478"
2012,Ministry of Health,Department of Health,Operations,Original Budget     ,"178,120,216"
2012,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"658,326,444"
2012,Ministry of Health,Department of Health,Payroll,Original Budget     ,"554,349,559"
2012,Ministry of Health,Department of Health,Operations,Actual Spent     ,"40,305,987"
2012,Ministry of Health,Department of Health,Operations,Original Budget     ,"72,592,607"
2012,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"289,071,784"
2012,Ministry of Health,Department of Health,Payroll,Original Budget     ,"251,083,729"
2012,Ministry of Health,Department of Health,Operations,Actual Spent     ,"15,757,037"
2012,Ministry of Health,Department of Health,Operations,Original Budget     ,"19,637,528"
2012,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"40,237,204"
2012,Ministry of Health,Department of Health,Payroll,Original Budget     ,"40,556,484"
2012,Ministry of Health,Department of Health,Operations,Actual Spent     ,"123,216,940"
2012,Ministry of Health,Department of Health,Operations,Original Budget     ,"123,500,000"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Actual Spent     ,"11,202,830"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Original Budget     ,"6,722,293"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Actual Spent     ,"30,645,404"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Original Budget     ,"31,482,781"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Actual Spent     ,"16,787,628"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Original Budget     ,"2,640,879"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Actual Spent     ,"7,303,580"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Original Budget     ,"9,371,503"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"8,924,621"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"9,374,911"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent     ,"30,796,887"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Original Budget     ,"35,973,168"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"3,582,980"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"2,894,445"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent     ,"7,243,698"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Original Budget     ,"13,396,686"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"40,941,584"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"30,744,974"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent     ,"11,299,367"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Original Budget     ,"21,153,819"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent     ,"11,265,924"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Original Budget     ,"6,564,412"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Actual Spent     ,"6,577,070"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Original Budget     ,"10,788,011"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent     ,"18,154,684"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Original Budget     ,"25,000,000"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Actual Spent     ,"3,187,440"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent     ,"1,190,295"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Original Budget     ,"1,963,309"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Actual Spent     ,"25,085,732"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Original Budget     ,"22,824,871"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent     ,"1,160,254"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Original Budget     ,"1,913,237"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Actual Spent     ,"16,329,288"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Original Budget     ,"14,622,118"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent     ,"8,107,700"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Original Budget     ,"8,542,112"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Actual Spent     ,"9,889,839"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Original Budget     ,"13,107,511"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent     ,"77,212"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Original Budget     ,"375,084"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Actual Spent     ,"7,916,166"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Payroll,Original Budget     ,"7,360,758"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent     ,"11,326,674"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Original Budget     ,"11,344,500"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Actual Spent     ,"30,793,872"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Original Budget     ,"30,862,750"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent     ,"1,126,891"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Original Budget     ,"1,231,000"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Actual Spent     ,"19,823,782"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Original Budget     ,"23,216,304"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent     ,"15,614,688"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Original Budget     ,"17,034,472"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Actual Spent     ,"8,192,029"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Original Budget     ,"8,779,497"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Operations,Actual Spent     ,"15,030,317"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Operations,Original Budget     ,"14,116,141"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Payroll,Actual Spent     ,"45,023,111"
2012,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Payroll,Original Budget     ,"44,624,854"
2012,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Operations,Actual Spent     ,"1,300,311"
2012,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Operations,Original Budget     ,"1,500,000"
2012,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Payroll,Actual Spent     ,"37,989,267"
2012,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Payroll,Original Budget     ,"36,590,025"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"2,956,957"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Original Budget     ,"2,692,000"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Payroll,Actual Spent     ,"15,610,769"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Payroll,Original Budget     ,"15,728,812"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"50,301,386"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Original Budget     ,"50,592,884"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Payroll,Actual Spent     ,"14,895,187"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Payroll,Original Budget     ,"19,023,135"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"479,849"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Original Budget     ,"483,000"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"249,772"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Original Budget     ,"256,000"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Operations,Actual Spent     ,"1,358,012"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Operations,Original Budget     ,"1,500,000"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Payroll,Actual Spent     ,"20,665,860"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Payroll,Original Budget     ,"19,906,661"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,-590
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Actual Spent     ,"4,914,363"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Original Budget     ,"1,773,189"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Payroll,Actual Spent     ,"10,532,583"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Payroll,Original Budget     ,"16,566,774"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,-760
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Actual Spent     ,"3,657,265"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Original Budget     ,"4,057,382"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Payroll,Actual Spent     ,"16,963,943"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Payroll,Original Budget     ,"13,047,172"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Operations,Actual Spent     ,"2,709,211"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Operations,Original Budget     ,"1,949,632"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Payroll,Actual Spent     ,"14,945,314"
2012,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Payroll,Original Budget     ,"16,018,850"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"-2,031"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Actual Spent     ,"-3,351"
2012,"Ministry of Lands, Mines & Water Resources",Department of Lands,Payroll,Actual Spent     ,"924,312"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent     ,"-163,045"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"557,000"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Original Budget     ,"620,000"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent     ,"1,905,997"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Original Budget     ,"1,380,000"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent     ,"15,506,804"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Original Budget     ,"16,295,099"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent     ,"581,077"
2012,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Original Budget     ,"632,000"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent     ,"4,971,584"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Original Budget     ,"5,368,000"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent     ,"6,195,785"
2012,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Original Budget     ,"5,990,367"
2012,"Ministry of Lands, Mines & Water Resources",Valuer General,Operations,Actual Spent     ,"1,319,335"
2012,"Ministry of Lands, Mines & Water Resources",Valuer General,Operations,Original Budget     ,"1,441,908"
2012,"Ministry of Lands, Mines & Water Resources",Valuer General,Payroll,Actual Spent     ,"6,386,419"
2012,"Ministry of Lands, Mines & Water Resources",Valuer General,Payroll,Original Budget     ,"5,971,362"
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Operations,Actual Spent     ,"230,000"
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Payroll,Actual Spent     ,"36,642,452"
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Payroll,Original Budget     ,"35,175,808"
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Operations,Actual Spent     ,"72,391,450"
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Operations,Original Budget     ,"86,779,967"
