Year,Ministry,Department,Budget,Budget Type,Value
2014,Ministry of Internal Affairs,Department of Provincial Affairs,Payroll,Original Budget     ,"7,516,840"
2014,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent     ,"14,081,107"
2014,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Original Budget     ,"14,972,247"
2014,Ministry of Internal Affairs,Department of Provincial Affairs,Payroll,Actual Spent     ,"23,353,104"
2014,Ministry of Internal Affairs,Department of Provincial Affairs,Payroll,Original Budget     ,"28,515,532"
2014,Ministry of Internal Affairs,Department of Immigration,Operations,Actual Spent     ,"33,934,188"
2014,Ministry of Internal Affairs,Department of Immigration,Operations,Original Budget     ,"33,325,836"
2014,Ministry of Internal Affairs,Department of Immigration,Payroll,Actual Spent     ,"51,783,664"
2014,Ministry of Internal Affairs,Department of Immigration,Payroll,Original Budget     ,"56,862,689"
2014,Ministry of Internal Affairs,Department of Immigration,Operations,Actual Spent     ,"9,307,335"
2014,Ministry of Internal Affairs,Department of Immigration,Operations,Original Budget     ,"6,492,809"
2014,Ministry of Internal Affairs,Department of Immigration,Payroll,Actual Spent     ,"7,846,059"
2014,Ministry of Internal Affairs,Department of Immigration,Payroll,Original Budget     ,"8,426,886"
2014,Ministry of Internal Affairs,Department of Labour,Operations,Actual Spent     ,"13,795,558"
2014,Ministry of Internal Affairs,Department of Labour,Operations,Original Budget     ,"13,075,940"
2014,Ministry of Internal Affairs,Department of Labour,Payroll,Actual Spent     ,"31,900,477"
2014,Ministry of Internal Affairs,Department of Labour,Payroll,Original Budget     ,"38,134,449"
2014,Ministry of Internal Affairs,Electoral Office,Operations,Actual Spent     ,"5,522,966"
2014,Ministry of Internal Affairs,Electoral Office,Operations,Original Budget     ,"8,938,256"
2014,Ministry of Internal Affairs,Electoral Office,Payroll,Actual Spent     ,"17,545,686"
2014,Ministry of Internal Affairs,Electoral Office,Payroll,Original Budget     ,"10,108,811"
2014,Ministry of Internal Affairs,Electoral Office,Operations,Actual Spent     ,"10,140,777"
2014,Ministry of Internal Affairs,Electoral Office,Operations,Original Budget     ,"6,500,000"
2014,Ministry of Internal Affairs,Electoral Office,Payroll,Actual Spent     ,"307,710"
2014,Ministry of Internal Affairs,Electoral Office,Payroll,Original Budget     ,"500,000"
2014,Ministry of Internal Affairs,Civil Registry Office,Operations,Actual Spent     ,"3,411,891"
2014,Ministry of Internal Affairs,Civil Registry Office,Operations,Original Budget     ,"1,785,476"
2014,Ministry of Internal Affairs,Civil Registry Office,Payroll,Actual Spent     ,"14,572,849"
2014,Ministry of Internal Affairs,Civil Registry Office,Payroll,Original Budget     ,"15,572,153"
2014,Ministry of Internal Affairs,Police Service Commission,Operations,Actual Spent     ,"1,387,235"
2014,Ministry of Internal Affairs,Police Service Commission,Operations,Original Budget     ,"1,365,784"
2014,Ministry of Internal Affairs,Police Service Commission,Payroll,Actual Spent     ,"4,882,668"
2014,Ministry of Internal Affairs,Police Service Commission,Payroll,Original Budget     ,"6,032,193"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Actual Spent     ,"86,388,641"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Original Budget     ,"63,791,550"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent     ,"136,460,402"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Original Budget     ,"137,378,956"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Actual Spent     ,"347,949"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent     ,"76,058,727"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Original Budget     ,"68,719,483"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Actual Spent     ,"1,267,000"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent     ,"44,972,057"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Original Budget     ,"39,939,947"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Actual Spent     ,"1,091,900"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent     ,"225,835,033"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Original Budget     ,"194,973,148"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Actual Spent     ,"2,123,250"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent     ,"245,673,747"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Original Budget     ,"216,204,089"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Operations,Actual Spent     ,"2,656,000"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent     ,"36,055,018"
2014,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Original Budget     ,"31,279,381"
2014,Ministry of Finance and Economic Management,MFEM Cabinet,Operations,Actual Spent     ,"6,094,530"
2014,Ministry of Finance and Economic Management,MFEM Cabinet,Operations,Original Budget     ,"6,513,867"
2014,Ministry of Finance and Economic Management,MFEM Cabinet,Payroll,Actual Spent     ,"36,307,360"
2014,Ministry of Finance and Economic Management,MFEM Cabinet,Payroll,Original Budget     ,"35,904,063"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"371,344"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Original Budget     ,"425,115"
2014,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent     ,"2,745,046"
2014,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Original Budget     ,"2,697,595"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent     ,"14,782,879"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Original Budget     ,"15,146,938"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Payroll,Actual Spent     ,"11,746,241"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Payroll,Original Budget     ,"14,144,441"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"2,505,029"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"3,315,311"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"4,017,216"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"1,000,000"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"7,556,640"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"10,953,327"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"4,509,691"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Original Budget     ,"5,055,504"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent     ,"14,283,558"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Original Budget     ,"13,490,665"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Payroll,Actual Spent     ,"10,570,957"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Payroll,Original Budget     ,"12,832,993"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"32,284,554"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"34,870,248"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"10,306,502"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"10,945,985"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"26,107,277"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"27,531,084"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"9,367,015"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"7,116,204"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"101,054,673"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"33,294,954"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"12,956,251"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"16,767,648"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"24,313,459"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"25,287,309"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"9,840,499"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"11,936,871"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"8,681,181"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"9,533,857"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"11,089,401"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"12,804,350"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent     ,"1,542,020"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Original Budget     ,"1,694,588"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Payroll,Actual Spent     ,"3,907,513"
2014,Ministry of Finance and Economic Management,MFEM Corporate Services,Payroll,Original Budget     ,"5,948,162"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"146,575,401"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"207,236,240"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"111,231,082"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"134,832,467"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"141,090"
2014,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent     ,"30,339,421"
2014,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Original Budget     ,"34,414,196"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"6,509,814"
2014,Ministry of Finance and Economic Management,National Statistics Office,Operations,Original Budget     ,"9,727,682"
2014,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent     ,"8,116,444"
2014,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Original Budget     ,"8,337,496"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"2,146,108,687"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"2,586,739,713"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"103,190,365"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"130,215,728"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"5,922,916"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"4,850,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"506,882"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"24,082,878"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"27,445,609"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"59,315,001"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"51,632,683"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"14,202,103"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"20,416,127"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"53,004,311"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"57,172,500"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"6,781,067"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"10,699,277"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"23,956,241"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"19,872,140"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"10,164,328"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"11,453,917"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"41,471,802"
2014,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"34,676,295"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"159,989,780"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"159,989,780"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"35,692,438"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"35,692,438"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"4,000,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"4,000,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"60,193,317"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"60,193,317"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"26,290,633"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"26,291,633"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"30,000,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"30,000,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"83,729,426"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"134,200,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"7,316,676"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"15,000,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"41,255,243"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"41,255,243"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"22,226,016"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"22,226,099"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"82,800,392"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"82,800,392"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"38,668,264"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"38,668,264"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"10,400,000"
2014,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"10,400,000"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Actual Spent     ,"5,499,916"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Original Budget     ,"5,974,366"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Actual Spent     ,"44,166,731"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Original Budget     ,"39,507,780"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"77,195,744"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Original Budget     ,"76,672,869"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Actual Spent     ,"12,290,398"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Original Budget     ,"12,489,821"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"3,514,072"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Original Budget     ,"3,243,553"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Actual Spent     ,"6,382,439"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Original Budget     ,"7,610,787"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"1,340,141"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Original Budget     ,"1,397,585"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Actual Spent     ,"5,597,756"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Original Budget     ,"4,896,020"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"-2,146"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"210,000"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"3,671,227"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"3,618,826"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Actual Spent     ,"1,546,398"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Operations,Original Budget     ,"1,715,567"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Actual Spent     ,"4,056,882"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Payroll,Original Budget     ,"4,222,343"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"806,426"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Original Budget     ,"899,500"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"7,279,579"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"7,312,345"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"3,115,917"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Original Budget     ,"3,321,348"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"5,064,835"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"4,985,984"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Operations,Actual Spent     ,"2,008"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Actual Spent     ,"3,318,499"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Payroll,Original Budget     ,"3,326,794"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"6,844,845"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"6,204,243"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"15,923,352"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"17,684,770"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"827,624"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"852,500"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"3,535,984"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"3,378,294"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"7,616,446"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"7,147,140"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"12,271,175"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"12,862,232"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Operations,Actual Spent     ,"16,315,035"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Operations,Original Budget     ,"16,818,999"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Payroll,Actual Spent     ,"38,813,303"
2014,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Payroll,Original Budget     ,"41,539,156"
2014,Ministry of Health,Health Cabinet,Operations,Actual Spent     ,"5,927,626"
2014,Ministry of Health,Health Cabinet,Operations,Original Budget     ,"8,732,043"
2014,Ministry of Health,Health Cabinet,Payroll,Actual Spent     ,"35,211,717"
2014,Ministry of Health,Health Cabinet,Payroll,Original Budget     ,"38,001,711"
2014,Ministry of Health,Health Cabinet,Operations,Actual Spent     ,"4,280,071"
2014,Ministry of Health,Health Cabinet,Operations,Original Budget     ,"4,554,724"
2014,Ministry of Health,Health Cabinet,Payroll,Actual Spent     ,"2,999,509"
2014,Ministry of Health,Health Cabinet,Payroll,Original Budget     ,"8,083,985"
2014,Ministry of Health,Department of Health,Operations,Actual Spent     ,"119,289,112"
2014,Ministry of Health,Department of Health,Operations,Original Budget     ,"95,953,703"
2014,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"37,043,623"
2014,Ministry of Health,Department of Health,Payroll,Original Budget     ,"43,461,478"
2014,Ministry of Health,Department of Health,Operations,Actual Spent     ,"26,035,738"
2014,Ministry of Health,Department of Health,Operations,Original Budget     ,"44,193,600"
2014,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"13,959,122"
2014,Ministry of Health,Department of Health,Payroll,Original Budget     ,"22,893,803"
2014,Ministry of Health,Department of Health,Operations,Actual Spent     ,"210,666,821"
2014,Ministry of Health,Department of Health,Operations,Original Budget     ,"274,494,131"
2014,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"609,800,619"
2014,Ministry of Health,Department of Health,Payroll,Original Budget     ,"518,008,886"
2014,Ministry of Health,Department of Health,Operations,Actual Spent     ,"43,532,977"
2014,Ministry of Health,Department of Health,Operations,Original Budget     ,"49,057,643"
2014,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"253,231,893"
2014,Ministry of Health,Department of Health,Payroll,Original Budget     ,"254,294,680"
2014,Ministry of Health,Department of Health,Operations,Actual Spent     ,"5,281,170"
2014,Ministry of Health,Department of Health,Operations,Original Budget     ,"11,723,387"
2014,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"33,071,128"
2014,Ministry of Health,Department of Health,Payroll,Original Budget     ,"49,331,771"
2014,Ministry of Health,Department of Health,Operations,Actual Spent     ,"208,967,470"
2014,Ministry of Health,Department of Health,Operations,Original Budget     ,"209,509,208"
2014,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"7,084,908"
2014,Ministry of Health,Department of Health,Payroll,Original Budget     ,"9,909,086"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Actual Spent     ,"3,437,727"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Original Budget     ,"2,740,385"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Actual Spent     ,"38,384,095"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Original Budget     ,"35,284,574"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Actual Spent     ,"10,958,960"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Original Budget     ,"10,057,846"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Actual Spent     ,"8,487,265"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Original Budget     ,"10,050,170"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Operations,Actual Spent     ,"16,572,095"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Operations,Original Budget     ,"14,776,669"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Payroll,Actual Spent     ,"10,387,943"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Payroll,Original Budget     ,"12,271,909"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"11,188,622"
2014,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"11,033,414"
