Year,Series,MajorIndustry,MinorIndustry,Unit,Value
2021,Totalnumber(minorindustry),,Manufactureofbeverages,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Manufactureofdairyproducts,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Manufactureoffurniture,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Manufactureofgeneral-purposemachinery,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Manufactureofknittedandcrochetedapparel,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Manufactureofnon-metallicmineralproductsn.e.c.,Totalnumberofbusinesses,4
2021,Totalnumber(minorindustry),,Manufactureofotherchemicalproducts,Totalnumberofbusinesses,5
2021,Totalnumber(minorindustry),,Manufactureofotherfabricatedmetalproducts;metalworkingserviceactivities,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Manufactureofotherfoodproducts,Totalnumberofbusinesses,23
2021,Totalnumber(minorindustry),,Manufactureofpaperandpaperproducts,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,"Manufactureofpharmaceuticals,medicinalchemicalandbotanicalproducts",Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Manufactureofplasticsproducts,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Manufactureofpreparedanimalfeeds,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,"Manufactureofproductsofwood,cork,strawandplaitingmaterials",Totalnumberofbusinesses,8
2021,Totalnumber(minorindustry),,Manufactureofrefinedpetroleumproducts,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Manufactureofrubberproducts,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Manufactureofsportsgoods,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,"Manufactureofstructuralmetalproducts,tanks,reservoirsandsteamgenerators",Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Manufactureofvegetableandanimaloilsandfats,Totalnumberofbusinesses,7
2021,Totalnumber(minorindustry),,"Manufactureofwearingapparel,exceptfurapparel",Totalnumberofbusinesses,11
2021,Totalnumber(minorindustry),,Medicalanddentalpracticeactivities,Totalnumberofbusinesses,11
2021,Totalnumber(minorindustry),,Miningandquarryingn.e.c.,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Mixedfarming,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Monetaryintermediation,Totalnumberofbusinesses,6
2021,Totalnumber(minorindustry),,"Motionpicture,videoandtelevisionprogrammeactivities",Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Non-specializedwholesaletrade,Totalnumberofbusinesses,6
2021,Totalnumber(minorindustry),,Officeadministrativeandsupportactivities,Totalnumberofbusinesses,8
2021,Totalnumber(minorindustry),,Organizationofconventionsandtradeshows,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Otheramusementandrecreationactivities,Totalnumberofbusinesses,12
2021,Totalnumber(minorindustry),,Othereducation,Totalnumberofbusinesses,31
2021,Totalnumber(minorindustry),,"Otherfinancialserviceactivities,exceptinsuranceandpensionfundingactivities",Totalnumberofbusinesses,114
2021,Totalnumber(minorindustry),,Otherhumanhealthactivities,Totalnumberofbusinesses,15
2021,Totalnumber(minorindustry),,Otherlandtransport,Totalnumberofbusinesses,297
2021,Totalnumber(minorindustry),,Othermanufacturingn.e.c.,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Otherpersonalserviceactivities,Totalnumberofbusinesses,28
2021,Totalnumber(minorindustry),,"Otherprofessional,scientificandtechnicalactivitiesn.e.c.",Totalnumberofbusinesses,147
2021,Totalnumber(minorindustry),,Otherreservationserviceandrelatedactivities,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Otherspecializedconstructionactivities,Totalnumberofbusinesses,8
2021,Totalnumber(minorindustry),,Otherspecializedwholesale,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Othertelecommunicationsactivities,Totalnumberofbusinesses,21
2021,Totalnumber(minorindustry),,Passengerairtransport,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Photographicactivities,Totalnumberofbusinesses,21
2021,Totalnumber(minorindustry),,Plantpropagation,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Postalactivities,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Pre-primaryandprimaryeducation,Totalnumberofbusinesses,6
2021,Totalnumber(minorindustry),,Printingandserviceactivitiesrelatedtoprinting,Totalnumberofbusinesses,6
2021,Totalnumber(minorindustry),,Privatesecurityactivities,Totalnumberofbusinesses,28
2021,Totalnumber(minorindustry),,"Processingandpreservingoffish,crustaceansandmolluscs",Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Processingandpreservingoffruitandvegetables,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Processingandpreservingofmeat,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Provisionofservicestothecommunityasawhole,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,"Publishingofbooks,periodicalsandotherpublishingactivities",Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,"Quarryingofstone,sandandclay",Totalnumberofbusinesses,7
2021,Totalnumber(minorindustry),,Radiobroadcasting,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Realestateactivitiesonafeeorcontractbasis,Totalnumberofbusinesses,58
2021,Totalnumber(minorindustry),,Realestateactivitieswithownorleasedproperty,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Remediationactivitiesandotherwastemanagementservices,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Rentingandleasingofmotorvehicles,Totalnumberofbusinesses,15
2021,Totalnumber(minorindustry),,"Rentingandleasingofothermachinery,equipmentandtangiblegoods",Totalnumberofbusinesses,14
2021,Totalnumber(minorindustry),,Rentingandleasingofpersonalandhouseholdgoods,Totalnumberofbusinesses,5
2021,Totalnumber(minorindustry),,Repairofcomputersandcommunicationequipment,Totalnumberofbusinesses,6
2021,Totalnumber(minorindustry),,"Repairoffabricatedmetalproducts,machineryandequipment",Totalnumberofbusinesses,22
2021,Totalnumber(minorindustry),,Repairofpersonalandhouseholdgoods,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Reproductionofrecordedmedia,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Restaurantsandmobilefoodserviceactivities,Totalnumberofbusinesses,107
2021,Totalnumber(minorindustry),,Retailsaleinnon-specializedstores,Totalnumberofbusinesses,162
2021,Totalnumber(minorindustry),,Retailsaleofautomotivefuelinspecializedstores,Totalnumberofbusinesses,10
2021,Totalnumber(minorindustry),,Retailsaleofculturalandrecreationgoodsinspecializedstores,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,"Retailsaleoffood,beveragesandtobaccoinspecializedstores",Totalnumberofbusinesses,44
2021,Totalnumber(minorindustry),,Retailsaleofinformationandcommunicationsequipmentinspecializedstores,Totalnumberofbusinesses,9
2021,Totalnumber(minorindustry),,Retailsaleofothergoodsinspecializedstores,Totalnumberofbusinesses,408
2021,Totalnumber(minorindustry),,Retailsaleofotherhouseholdequipmentinspecializedstores,Totalnumberofbusinesses,14
2021,Totalnumber(minorindustry),,Retailsaleviastallsandmarkets,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,"Retailtradenotinstores,stallsormarkets",Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Saleofmotorvehiclepartsandaccessories,Totalnumberofbusinesses,5
2021,Totalnumber(minorindustry),,Saleofmotorvehicles,Totalnumberofbusinesses,9
2021,Totalnumber(minorindustry),,"Sale,maintenanceandrepairofmotorcyclesandrelatedpartsandaccessories",Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Satellitetelecommunicationsactivities,Totalnumberofbusinesses,4
2021,Totalnumber(minorindustry),,Sawmillingandplaningofwood,Totalnumberofbusinesses,2
2021,Totalnumber(minorindustry),,Seaandcoastalwatertransport,Totalnumberofbusinesses,15
2021,Totalnumber(minorindustry),,Secondaryeducation,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Securitysystemsserviceactivities,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Sewerage,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Shorttermaccommodationactivities,Totalnumberofbusinesses,44
2021,Totalnumber(minorindustry),,Silvicultureandotherforestryactivities,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Soundrecordingandmusicpublishingactivities,Totalnumberofbusinesses,4
2021,Totalnumber(minorindustry),,Specializeddesignactivities,Totalnumberofbusinesses,9
2021,Totalnumber(minorindustry),,"Spinning,weavingandfinishingoftextiles",Totalnumberofbusinesses,19
2021,Totalnumber(minorindustry),,Sportsactivities,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Supportactivitiesfortransportation,Totalnumberofbusinesses,40
2021,Totalnumber(minorindustry),,Supportactivitiestoagricultureandpost-harvestcropactivities,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,"Tanninganddressingofleather;manufactureofluggage,handbags,saddleryandharness;dressinganddyeingoffur",Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Televisionprogrammingandbroadcastingactivities,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Travelagencyandtouroperatoractivities,Totalnumberofbusinesses,13
2021,Totalnumber(minorindustry),,"Trusts,fundsandsimilarfinancialentities",Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Veterinaryactivities,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Warehousingandstorage,Totalnumberofbusinesses,9
2021,Totalnumber(minorindustry),,Wastecollection,Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Wastetreatmentanddisposal,Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,"Watercollection,treatmentandsupply",Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Wholesaleofagriculturalrawmaterialsandliveanimals,Totalnumberofbusinesses,8
2021,Totalnumber(minorindustry),,"Wholesaleoffood,beveragesandtobacco",Totalnumberofbusinesses,0
2021,Totalnumber(minorindustry),,Wholesaleofhouseholdgoods,Totalnumberofbusinesses,21
2021,Totalnumber(minorindustry),,"Wholesaleofmachinery,equipmentandsupplies",Totalnumberofbusinesses,1
2021,Totalnumber(minorindustry),,Wiredtelecommunicationsactivities,Totalnumberofbusinesses,3
2021,Totalnumber(minorindustry),,Wirelesstelecommunicationsactivities,Totalnumberofbusinesses,2
