Year,Ministry,Department,Budget,Budget Type,Value
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"35,859,099"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"14,140,002"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"7,249,848"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"500,000"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"8,149,848"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"100,000"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"5,624,341"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"7,499,848"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"10,971,812"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"4,612,357"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"18,158,881"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"833,490"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"2,680,969"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"16,555,910"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"394,000"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"633,056"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"1,334,362"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"3,913,436"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"15,395,785"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"207,300"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"-35,550"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"942,975"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"2,770"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"112,500"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"1,999,140"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"13,790"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"20,000"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"3,827,602"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"1,522,198"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"397,318"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"2,849,200"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"1,717,310"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"5,399,384"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"2,277,977"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"128,000"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"1,368,275"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"911,474"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"351,957"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"294,713"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"229,876,827"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"-206,515"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"15,000,000"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"-4,120,182"
2011,Ministry of Education & Training,Director General Directorate,Payroll,Actual Spent           ,"5,429,367"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"17,487,649"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"16,413,442"
2011,Ministry of Education & Training,Director General Directorate,Operations,Actual Spent           ,"1,342,000"
2011,Ministry of Internal Affairs,Civil Registry Office,Operations,Actual Spent           ,"30,000"
2011,Ministry of Internal Affairs,Internal Affairs Cabinet,Operations,Actual Spent           ,"-323,410"
2011,Ministry of Internal Affairs,Internal Affairs Cabinet,Operations,Actual Spent           ,"-320,000"
2011,Ministry of Internal Affairs,Internal Affairs Cabinet,Payroll,Actual Spent           ,"843,828"
2011,Ministry of Internal Affairs,Internal Affairs Cabinet,Operations,Actual Spent           ,"569,793"
2011,Ministry of Internal Affairs,Internal Affairs Cabinet,Operations,Actual Spent           ,"4,289,220"
2011,Ministry of Internal Affairs,Internal Affairs Cabinet,Operations,Actual Spent           ,"1,212,022"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"330,000"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"360,500"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"84,500"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"250,000"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"-20,000"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"2,485,554"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"265,070"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"1,015,810"
2011,Ministry of Internal Affairs,Department of Provincial Affairs,Operations,Actual Spent           ,"2,214,360"
2011,Ministry of Internal Affairs,Vanuatu Police Force,Payroll,Actual Spent           ,"6,572,851"
2011,Ministry of Internal Affairs,Department of Immigration,Operations,Actual Spent           ,"3,927,326"
2011,Ministry of Internal Affairs,Civil Registry Office,Operations,Actual Spent           ,"583,855"
2011,Ministry of Internal Affairs,Civil Registry Office,Operations,Actual Spent           ,"4,624,963"
2011,Ministry of Internal Affairs,Civil Registry Office,Payroll,Actual Spent           ,"30,000"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"1,534,696"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"396,808"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"2,954,194"
2011,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Operations,Actual Spent           ,"5,903,243"
2011,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Payroll,Actual Spent           ,"4,290,116"
2011,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent           ,"40,000"
2011,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent           ,"40,850,661"
2011,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent           ,"176,600"
2011,Ministry of Finance and Economic Management,MFEM Corporate Services,Operations,Actual Spent           ,"2,160,084"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"11,560"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"20,836"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"10,071,434"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"1,948,252"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"2,154,055"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"67,835,758"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"23,759,358"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"6,219,490"
2011,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent           ,"6,278,379"
2011,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent           ,"969,000"
2011,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent           ,"-874,294"
2011,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent           ,"7,796,429"
2011,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent           ,"1,000,000"
2011,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent           ,"3,317,863"
2011,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent           ,"-290,000"
2011,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent           ,"8,470,461"
2011,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent           ,"460,000"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"39,425,435"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"1,476,583"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"32,195,325"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"2,041,581"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"4,720,649"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"6,000,000"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"1,434,970"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"1,470,179"
2011,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent           ,"2,061,827"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Operations,Actual Spent           ,"21,140,589"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Payroll,Actual Spent           ,"1,371,650"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Operations,Actual Spent           ,"6,321,834"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Operations,Actual Spent           ,"13,148,319"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Operations,Actual Spent           ,"36,163,493"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Payroll,Actual Spent           ,"14,799,902"
2011,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Payroll,Actual Spent           ,"20,000"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent           ,"3,236,376"
2011,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent           ,"7,601,775"
2011,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent           ,"1,062,322"
2011,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent           ,"25,832,588"
2011,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent           ,"21,489,712"
2011,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent           ,"1,750,000"
2011,Ministry of Health,Health Cabinet,Operations,Actual Spent           ,"16,000"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"633,596"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"44,550"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"3,629,022"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"82,360"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"416,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"17,452"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"809,880"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"540,360"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"190,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"337,337"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"2,500,000"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"1,057,240"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"934,946"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"929,926"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,409,032"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"-1,736,563"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"823,400"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"-6,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"3,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"179,410"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"675,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"981,930"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"162,500"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"113,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"171,543"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"10,970,155"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"9,449,364"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"-42,058"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"11,552"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"23,513,579"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"4,204,933"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"242,648"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"3,185,673"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"2,725,558"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"460,978"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"718,154"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"148,772,461"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"6,842,858"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"127,578"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"-282,375"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"67,365"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"13,262,861"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"614,978"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,980,500"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,781,860"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"704,012"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"350,807"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"771,351"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"-125,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"-4,354"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"15,210,618"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"946,013"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"-59,994"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"43,450"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"3,433,403"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,359,010"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"270,021"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"135,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"655,385"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,361,243"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,592,485"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"90,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"249,894"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,267,672"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"902,072"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"7,045,083"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,354,727"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"3,754,000"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,766,744"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"859,481"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"151,040"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"739,646"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"1,277,159"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"644,668"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"13,817,519"
2011,Ministry of Health,Department of Health,Payroll,Actual Spent           ,"810,806"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"161,064"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"499,030"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"655,120"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"624,990"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"5,174,950"
2011,Ministry of Health,Department of Health,Operations,Actual Spent           ,"77,246,750"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent           ,"98,400"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent           ,"40,000"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent           ,"110,000"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent           ,"910,000"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent           ,"699,836"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent           ,"561,452"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent           ,"8,919"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent           ,"601,944"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent           ,"-19,420"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent           ,"941,564"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent           ,"-5,625"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Operations,Actual Spent           ,"17,020"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent           ,"46,180"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent           ,"1,794,728"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Actual Spent           ,"130,000"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent           ,"528,165"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent           ,"3,608,459"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Actual Spent           ,"162,273"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent           ,"665,000"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Operations,Actual Spent           ,"102,540"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Payroll,Actual Spent           ,"1,614,449"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Operations,Actual Spent           ,"11,321,588"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Operations,Actual Spent           ,"67,012"
2011,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Operations,Actual Spent           ,"6,871,620"
2011,"Ministry of Lands, Mines & Water Resources",Corporate Services,Operations,Actual Spent           ,"105,000"
2011,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Actual Spent           ,"34,688"
2011,"Ministry of Lands, Mines & Water Resources",Department of Lands,Operations,Actual Spent           ,"5,146,326"
2011,"Ministry of Lands, Mines & Water Resources",Department of Lands,Payroll,Actual Spent           ,"3,709,771"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"197,900"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"6,442,941"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent           ,"650,000"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"59,940"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"558,173"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent           ,"146,059"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"174,317"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent           ,627
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"22,710"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"15,736"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"199,355"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"38,450"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"1,620,972"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"114,872"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"78,913"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"5,881,766"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent           ,"90,000"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"3,370,962"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"1,205,258"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"5,539,244"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent           ,"405,636"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"2,655,062"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"442,232"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"446,231"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"2,000"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"82,648"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"700,000"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"1,192,305"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Operations,Actual Spent           ,"39,131"
2011,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Payroll,Actual Spent           ,"2,921,413"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"36,481,216"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Actual Spent           ,"214,963"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"21,764,316"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"14,501,146"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Actual Spent           ,"5,554,410"
2011,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Operations,Actual Spent           ,"600,000,000"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"23,925"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"4,239,771"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Actual Spent           ,"9,026,780"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"19,826,815"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Actual Spent           ,"4,779,562"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"10,524,496"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"581,603,150"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Actual Spent           ,"12,985,130"
2011,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent           ,"24,600"
2011,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Operations,Actual Spent           ,"27,340,775"
2011,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Operations,Actual Spent           ,"13,676,658"
2011,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Operations,Actual Spent           ,"-1,959,353"
2011,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Operations,Actual Spent           ,"13,009"
2011,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Actual Spent           ,"-157,606"
2011,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Actual Spent           ,"97,340"
2011,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Payroll,Actual Spent           ,"-133,913"
2011,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Actual Spent           ,"8,923,684"
2011,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent           ,"11,313,000"
2011,Ministry of Youth Development and Sports,Department of Youth and Sport,Payroll,Actual Spent           ,"2,550,263"
2011,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent           ,"121,537"
2011,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent           ,"995,698"
2011,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent           ,"200,804"
2011,Ministry of Justice and Social Welfare,Department of Womens Affairs,Operations,Actual Spent           ,"1,180,300"
2011,Ministry of Justice and Social Welfare,Department of Womens Affairs,Operations,Actual Spent           ,"1,273,980"
2011,Ministry of Justice and Social Welfare,Department of Womens Affairs,Operations,Actual Spent           ,"799,699"
2011,Ministry of Justice and Social Welfare,Department of Womens Affairs,Payroll,Actual Spent           ,"799,983"
2011,Ministry of Justice and Social Welfare,Correctional Services,Operations,Actual Spent           ,"5,826,540"
2011,Ministry of Justice and Social Welfare,Correctional Services,Payroll,Actual Spent           ,"50,375"
2011,Ministry of Justice and Social Welfare,Correctional Services,Operations,Actual Spent           ,"23,540,658"
2011,Ministry of Justice and Social Welfare,Correctional Services,Payroll,Actual Spent           ,"483,675"
2011,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Actual Spent           ,"261,431"
