Year,Ministry,Department,Budget,Budget Type,Value
2004,Constitutional Agencies,State Law Office,,Original Budget,"1,568,190"
2004,Constitutional Agencies,State Law Office,,Original Budget,"1,000,000"
2004,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"2,749,500"
2004,Prime Ministers Ministry,Prime Ministers Cabinet,,Original Budget,"8,000,000"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"209,908"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,932,840"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"14,259,056"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"35,429,157"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,804,680"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"21,819,419"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,779,655"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"1,238,434"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"937,360"
2004,Ministry of Education & Training,Director General Directorate,,Original Budget,"6,753,147"
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"4,284,761"
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"1,950,000"
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"3,425,000"
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"2,290,250"
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"226,594"
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"1,995,029"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"711,564"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"3,999,203"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"3,928,000"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"16,195,332"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"206,300"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"825,700"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"858,590"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"364,794"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"216,320"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"483,405"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"230,098"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"852,220"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"3,175,168"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"3,948,000"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"200,000"
2004,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"2,652,275"
2004,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,,Original Budget,"-19,460"
2004,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,,Original Budget,"200,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"15,485,459"
2004,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"297,000"
2004,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"3,457,430"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"25,509,300"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"1,106,467"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"4,378,007"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"30,000,000"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,,Original Budget,"3,920,412"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,,Original Budget,"1,810,121"
2004,Ministry of Health,Department of Health,,Original Budget,"224,213"
2004,Ministry of Health,Department of Health,,Original Budget,"1,620,000"
2004,Ministry of Health,Department of Health,,Original Budget,"510,820"
2004,Ministry of Health,Department of Health,,Original Budget,"499,900"
2004,Ministry of Health,Department of Health,,Original Budget,"239,360"
2004,Ministry of Health,Department of Health,,Original Budget,"778,500"
2004,Ministry of Health,Department of Health,,Original Budget,"391,361"
2004,Ministry of Health,Department of Health,,Original Budget,"1,358,500"
2004,Ministry of Health,Department of Health,,Original Budget,"3,712,437"
2004,Ministry of Health,Department of Health,,Original Budget,"9,561,753"
2004,Ministry of Health,Department of Health,,Original Budget,"9,561,753"
2004,Ministry of Health,Department of Health,,Original Budget,"1,146,105"
2004,Ministry of Health,Department of Health,,Original Budget,"855,000"
2004,Ministry of Health,Department of Health,,Original Budget,"877,740"
2004,Ministry of Health,Department of Health,,Original Budget,"324,000"
2004,Ministry of Health,Department of Health,,Original Budget,"120,900"
2004,Ministry of Health,Department of Health,,Original Budget,"111,660"
2004,Ministry of Health,Department of Health,,Original Budget,"44,509"
2004,Ministry of Health,Department of Health,,Original Budget,"211,840"
2004,Ministry of Health,Department of Health,,Original Budget,"614,724"
2004,Ministry of Health,Department of Health,,Original Budget,"1,706,850"
2004,Ministry of Health,Department of Health,,Original Budget,"1,720,050"
2004,Ministry of Health,Department of Health,,Original Budget,"580,000"
2004,Ministry of Health,Department of Health,,Original Budget,"456,000"
2004,Ministry of Health,Department of Health,,Original Budget,"370,440"
2004,Ministry of Health,Department of Health,,Original Budget,"313,224"
2004,Ministry of Health,Department of Health,,Original Budget,"308,016"
2004,Ministry of Health,Department of Health,,Original Budget,"577,050"
2004,Ministry of Health,Department of Health,,Original Budget,"206,500"
2004,Ministry of Health,Department of Health,,Original Budget,"2,234,478"
2004,Ministry of Health,Department of Health,,Original Budget,"3,385,588"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",,Original Budget,"14,534,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",,Original Budget,"3,990,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,,Original Budget,"2,129,330"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,,Original Budget,"6,185,950"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"2,500,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"2,770,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"2,710,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"1,764,696"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"560,291"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"933,619"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"3,083,520"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"2,084,652"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"894,204"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"3,897,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"514,684"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"1,416,450"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,,Original Budget,"1,245,040"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,,Original Budget,"2,390,780"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,,Original Budget,"10,792,263"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"4,933,000"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"5,869,898"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"3,893,000"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"1,601,634"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"3,433,470"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"2,503,000"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"4,672,800"
2004,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"2,325,949"
2004,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,,Original Budget,"620,000"
2004,Ministry of Infrastructure and Public Utilities,Department of Public Works,,Original Budget,"19,460"
2004,Ministry of Infrastructure and Public Utilities,Department of Public Works,,Original Budget,"22,709,100"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,,Original Budget,"1,576,198"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,,Original Budget,"698,829"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,,Original Budget,"4,990,000"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,,Original Budget,"48,040"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"12,256,232"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"562,400"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"3,968,160"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"1,806,900"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"1,735,000"
2004,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"1,967,671"
2004,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"6,711,856"
2004,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"500,000"
2004,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"1,886,744"
2004,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"615,480"
2004,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"1,048,500"
2004,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"4,000,000"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,,Original Budget,"1,709,250"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,,Original Budget,"1,567,750"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"5,151,025"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"669,812"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"271,464"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"12,773,590"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"20,000"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,,Original Budget,"976,639"
2004,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,,Original Budget,"2,108,078"
2005,Constitutional Agencies,State Law Office,,Original Budget,"844,410"
2005,Constitutional Agencies,State Law Office,,Original Budget,"1,000,000"
2005,Constitutional Agencies,Judiciary,,Original Budget,"4,917,276"
2005,Constitutional Agencies,Public Service Commission,,Original Budget,"5,732,300"
2005,Prime Ministers Ministry,Prime Ministers Cabinet,,Original Budget,"1,000,300"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,951,180"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"2,705,500"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,854,243"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"416,708"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"6,317,650"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"2,386,000"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,890,300"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"1,210,000"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"480,000"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"603,000"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"3,156,584"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"19,495,265"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"2,164,400"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"2,164,000"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"1,947,960"
2005,Ministry of Education & Training,Director General Directorate,,Original Budget,"993,975"
2005,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"4,531,087"
2005,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"3,985,600"
2005,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"2,864,516"
2005,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"3,847,471"
2005,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"660,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"1,900,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"3,800,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"1,950,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"37,715,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"3,938,813"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"1,002,150"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"884,300"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"188,990"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"979,200"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"967,676"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"608,750"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"342,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"519,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"139,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"836,131"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"203,071"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"203,071"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"800,000"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"387,346"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"841,377"
2005,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"85,340"
2005,Ministry of Internal Affairs,Vanuatu Police Force,,Original Budget,"12,737,992"
2005,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,,Original Budget,"2,101,710"
2005,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,,Original Budget,"3,000,000"
2005,Ministry of Finance and Economic Management,MFEM Cabinet,,Original Budget,"895,353"
2005,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"91,177,463"
2005,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"9,404,149"
2005,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"1,132,644"
2005,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"4,000,000"
2005,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,,Original Budget,"776,990"
2005,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,,Original Budget,"723,082"
2005,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,,Original Budget,"599,420"
2005,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,,Original Budget,"2,516,996"
2005,Ministry of Health,Department of Health,,Original Budget,"102,000"
2005,Ministry of Health,Department of Health,,Original Budget,"137,640"
2005,Ministry of Health,Department of Health,,Original Budget,"1,653,380"
2005,Ministry of Health,Department of Health,,Original Budget,"955,130"
2005,Ministry of Health,Department of Health,,Original Budget,"132,730"
2005,Ministry of Health,Department of Health,,Original Budget,"1,296,230"
2005,Ministry of Health,Department of Health,,Original Budget,"39,484,212"
2005,Ministry of Health,Department of Health,,Original Budget,"527,350"
2005,Ministry of Health,Department of Health,,Original Budget,"3,200,198"
2005,Ministry of Health,Department of Health,,Original Budget,"56,500"
2005,Ministry of Health,Department of Health,,Original Budget,"108,000"
2005,Ministry of Health,Department of Health,,Original Budget,"2,186,900"
2005,Ministry of Health,Department of Health,,Original Budget,"580,000"
2005,Ministry of Health,Department of Health,,Original Budget,"1,373,000"
2005,Ministry of Health,Department of Health,,Original Budget,"150,000"
2005,Ministry of Health,Department of Health,,Original Budget,"1,498,329"
2005,Ministry of Health,Department of Health,,Original Budget,"2,608,292"
2005,Ministry of Health,Department of Health,,Original Budget,"3,989,500"
2005,Ministry of Health,Department of Health,,Original Budget,"411,400"
2005,Ministry of Health,Department of Health,,Original Budget,"4,155,292"
2005,Ministry of Health,Department of Health,,Original Budget,"1,670,219"
2005,Ministry of Health,Department of Health,,Original Budget,"1,081,990"
2005,Ministry of Health,Department of Health,,Original Budget,"2,165,800"
2005,Ministry of Health,Department of Health,,Original Budget,"22,800"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,,Original Budget,"5,140,390"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,,Original Budget,"7,765,000"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"690,246"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"10,000,000"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"2,900,000"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"1,625,775"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"1,200,000"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"2,990,339"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"1,800,000"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,,Original Budget,"3,700,000"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,,Original Budget,"3,208,690"
2005,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,,Original Budget,"485,730"
2005,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,,Original Budget,"1,509,053"
2005,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,,Original Budget,"1,947,120"
2005,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,,Original Budget,"1,832,571"
2005,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"2,656,280"
2005,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"600,000"
2005,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",,Original Budget,"2,500,000"
2005,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,,Original Budget,"3,884,557"
2005,Ministry of Justice and Social Welfare,Department of Womens Affairs,,Original Budget,"10,108,149"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,,Original Budget,"639,750"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,,Original Budget,"47,550"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"9,625,780"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"3,958,342"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"3,187,500"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"2,710,000"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"190,229"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"2,165,800"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,,Original Budget,"4,729,182"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,,Original Budget,"163,423"
2005,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,,Original Budget,"17,548,882"
2006,Constitutional Agencies,Parliament,,Original Budget,"3,990,000"
2006,Constitutional Agencies,Judiciary,,Original Budget,"8,920,070"
2006,Constitutional Agencies,Judiciary,,Original Budget,"429,990"
2006,Constitutional Agencies,Judiciary,,Original Budget,"3,312,000"
2006,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"4,862,592"
2006,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"719,445"
2006,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"700,980"
2006,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"850,000"
2006,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"1,391,800"
2006,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,,Original Budget,"3,997,000"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"11,312,031"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"4,316,000"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"414,086"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"9,800,000"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"79,733,909"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"4,249,001"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"6,454,649"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"2,300,201"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"1,844,431"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"694,627"
2006,Ministry of Education & Training,Director General Directorate,,Original Budget,"35,714,567"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"596,508"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"2,595,000"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"7,722,086"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"1,036,000"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"4,000,000"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"2,730,000"
2006,Ministry of Internal Affairs,Internal Affairs Cabinet,,Original Budget,"3,656,551"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"12,121,516"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"9,043,129"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"1,467,194"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"13,940,400"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"660,380"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"396,550"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"266,724"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"405,079"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"681,500"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"590,375"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"427,745"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"304,000"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"73,080"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"40,000"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"129,000"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"950,243"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"1,245,580"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"1,245,580"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"330,000"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"278,000"
2006,Ministry of Internal Affairs,Department of Provincial Affairs,,Original Budget,"12,785,598"
2006,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"42,553,097"
2006,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,,Original Budget,"8,298,755"
2006,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,,Original Budget,"664,746"
2006,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"91,260,000"
2006,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"2,583,593"
2006,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"27,114,750"
2006,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"5,811,130"
2006,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"34,985,000"
2006,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"32,157,211"
2006,Ministry of Finance and Economic Management,National Statistics Office,,Original Budget,"4,975,195"
2006,Ministry of Finance and Economic Management,Department of Finance & Treasury,,Original Budget,"2,181,000"
2006,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,,Original Budget,"1,829,900"
2006,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,,Original Budget,"760,000"
2006,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,,Original Budget,"167,892"
2006,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,,Original Budget,"445,696"
2006,Ministry of Health,Department of Health,,Original Budget,"120,000"
2006,Ministry of Health,Department of Health,,Original Budget,"545,600"
2006,Ministry of Health,Department of Health,,Original Budget,"549,750"
2006,Ministry of Health,Department of Health,,Original Budget,"45,455,413"
