Year,Series,Ministry,Department,Unit,Value
2011,Original Budget,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),6
2011,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),717
2011,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),182
2011,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),39
2011,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),29
2011,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),54
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),38
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),102
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),39
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),16
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),24
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),39
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),8
2011,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),74
2011,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),45
2011,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),51
2011,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),161
2011,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),106
2011,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),40
2011,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),61
2011,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),30
2011,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),107
2012,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),4
2012,Original Budget,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),1
2012,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),186
2012,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),31
2012,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),33
2012,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),41
2012,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),792
2012,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),40
2012,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),37
2012,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),97
2012,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),47
2012,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),92
2012,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),50
2012,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),114
2012,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),113
2012,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),92
2012,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),59
2012,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),27
2012,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),17
2012,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),25
2012,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),123
2012,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),36
2012,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),36
2012,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),3753
2012,Original Budget,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),108
2012,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),44
2012,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),314
2012,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),3632
2012,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),20
2012,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),43
2012,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),52
2012,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),62
2012,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),24
2012,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),253
2012,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),55
2012,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1476
2012,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),59
2012,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),52
2012,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),126
2012,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),945
2012,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),147
2012,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),11
2012,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),78
2012,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),50
2012,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),328
2012,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),140
2012,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),89
2012,Original Budget,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),6
2012,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),789
2012,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),338
2012,Original Budget,Ministry of Justice and Social Welfare,Customary land management Office,Millions in Vatu (VUV),5
2012,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),38
2012,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),20
2012,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),53
2012,Original Budget,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Millions in Vatu (VUV),7
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),38
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),90
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),29
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),18
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),21
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),35
2012,Original Budget,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),7
2012,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),61
2012,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),24
2012,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),44
2012,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),46
2012,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),233
2012,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),105
2012,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),41
2012,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),59
2012,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),26
2012,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),130
2013,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),4
2013,Original Budget,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),1
2013,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),186
2013,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),42
2013,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),33
2013,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),41
2013,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),519
2013,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),40
2013,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),37
2013,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),97
2013,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),47
2013,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),92
2013,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),50
2013,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),115
2013,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),91
2013,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),92
2013,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),59
2013,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),34
2013,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),26
2013,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),15
2013,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),22
2013,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),133
