Year,Province,Constituency,Area Council,Sex,Age,GeoCode,Value
2016,,,,,,,272459
2016,Malampa,,,,,VU04,40928
2016,Penama,,,,,VU03,32534
2016,Sanma,,,,,VU02,54184
2016,Shefa,,,,,VU05,97602
2016,Tafea,,,,,VU06,37050
2016,Torba,,,,,VU01,10161
2016,,Ambae,,,,,11670
2016,,Ambrym,,,,,7652
2016,,Banks,,,,,9139
2016,,Efate,,,,,35675
2016,,Epi,,,,,6608
2016,,Luganville,,,,,16312
2016,,Maewo,,,,,3663
2016,,Malekula,,,,,31556
2016,,Malo,,,,,4365
2016,,Paama,,,,,1720
2016,,Pentecost,,,,,17201
2016,,Port Vila,,,,,51437
2016,,Santo Rural,,,,,33507
2016,,Shepherds,,,,,1207
2016,,Tafea Outer Islands,,,,,4623
2016,,Tanna,,,,,32427
2016,,Tongoa,,,,,2675
2016,,Torres,,,,,1022
2016,,,aneityum,,,VU06021,1433
2016,,,aniwa,,,VU06005,420
2016,,,canal - fanafo,,,VU02061,4916
2016,,,central malekula,,,VU04008,6266
2016,,,central pentecost 1,,,VU03060,2647
2016,,,central pentecost 2,,,VU03018,3862
2016,,,east ambae,,,VU03051,2246
2016,,,east malo,,,VU02042,2012
2016,,,east santo,,,VU02056,4685
2016,,,emau,,,VU05034,685
2016,,,erakor,,,VU05040,8918
2016,,,eratap,,,VU05003,6640
2016,,,eton,,,VU05037,3518
2016,,,futuna,,,VU06004,661
2016,,,gaua,,,VU01053,2576
2016,,,ifira,,,VU05039,1186
2016,,,luganville,,,VU02001,16312
2016,,,makimae,,,VU05033,1207
2016,,,malorua,,,VU05041,2916
2016,,,mele,,,VU05057,4738
2016,,,merelava,,,VU01065,588
2016,,,middle bush tanna,,,VU06062,6007
2016,,,mota,,,VU01064,682
2016,,,motalava,,,VU01063,1678
2016,,,nguna,,,VU05036,1728
2016,,,north ambae,,,VU03050,3923
2016,,,north ambrym,,,VU04011,3156
2016,,,north east malekula,,,VU04007,7162
2016,,,north efate,,,VU05035,2987
2016,,,north erromango,,,VU06019,1491
2016,,,north maewo,,,VU03014,2362
2016,,,north pentecost,,,VU03017,5923
2016,,,north santo,,,VU02047,4747
2016,,,north tanna,,,VU06026,4186
2016,,,north tongoa,,,VU05031,1688
2016,,,north west malekula,,,VU04006,5515
2016,,,north west santo,,,VU02044,1697
2016,,,paama,,,VU04013,1720
2016,,,pango,,,VU05038,2359
2016,,,port vila,,,VU05002,51437
2016,,,south ambae,,,VU03049,1517
2016,,,south east ambrym,,,VU04012,1552
2016,,,south east malekula,,,VU04009,5140
2016,,,south east santo,,,VU02046,5956
2016,,,south epi,,,VU05027,1449
2016,,,south erromango,,,VU06020,618
2016,,,south maewo,,,VU03015,1301
2016,,,south malekula,,,VU04058,3907
2016,,,south pentecost,,,VU03016,4769
2016,,,south santo,,,VU02045,8434
2016,,,south tanna,,,VU06022,1332
2016,,,south west malekula,,,VU04059,3566
2016,,,south west tanna,,,VU06023,5593
2016,,,tongariki,,,VU05032,987
2016,,,torres,,,VU01055,1022
2016,,,ureparapara,,,VU01066,456
2016,,,vanua lava,,,VU01054,3159
2016,,,varisu,,,VU05030,1618
2016,,,vermali,,,VU05029,2080
2016,,,vermaul,,,VU05028,1461
2016,,,west ambae,,,VU03052,3984
2016,,,west ambrym,,,VU04010,2944
2016,,,west malo,,,VU02043,2353
2016,,,west santo,,,VU02048,3072
2016,,,west tanna,,,VU06023,8567
2016,,,whitesands,,,VU06024,6742
2016,,,,Male,,,138265
2016,,,,Female,,,134194
2016,,,,,0-4,,38936
2016,,,,,5-9,,37148
2016,,,,,10-14,,29846
2016,,,,,15-19,,25902
2016,,,,,20-24,,24862
2016,,,,,25-29,,23031
2016,,,,,30-34,,18067
2016,,,,,35-39,,16233
2016,,,,,40-44,,13251
2016,,,,,45-49,,11833
2016,,,,,50-54,,9329
2016,,,,,55-59,,7227
2016,,,,,60-64,,5357
2016,,,,,65+,,11437
2016,Malampa,,,Male,,VU04,20689
2016,Penama,,,Male,,VU03,16549
2016,Sanma,,,Male,,VU02,27901
2016,Shefa,,,Male,,VU05,49541
2016,Tafea,,,Male,,VU06,18432
2016,Torba,,,Male,,VU01,5153
2016,Malampa,,,Female,,VU04,20239
2016,Penama,,,Female,,VU03,15985
2016,Sanma,,,Female,,VU02,26283
2016,Shefa,,,Female,,VU05,48061
2016,Tafea,,,Female,,VU06,18618
2016,Torba,,,Female,,VU01,5008
2016,Malampa,,,,0-4,VU04,5922
2016,Malampa,,,,5-9,VU04,6007
2016,Malampa,,,,10-14,VU04,4750
2016,Malampa,,,,15-19,VU04,3564
2016,Malampa,,,,20-24,VU04,2887
2016,Malampa,,,,25-29,VU04,3000
2016,Malampa,,,,30-34,VU04,2697
2016,Malampa,,,,35-39,VU04,2446
2016,Malampa,,,,40-44,VU04,1976
2016,Malampa,,,,45-49,VU04,1729
2016,Malampa,,,,50-54,VU04,1474
2016,Malampa,,,,55-59,VU04,1140
2016,Malampa,,,,60-64,VU04,978
2016,Malampa,,,,65+,VU04,2358
2016,Penama,,,,0-4,VU03,4949
2016,Penama,,,,5-9,VU03,4948
2016,Penama,,,,10-14,VU03,3907
2016,Penama,,,,15-19,VU03,2873
2016,Penama,,,,20-24,VU03,2413
2016,Penama,,,,25-29,VU03,2308
2016,Penama,,,,30-34,VU03,1943
2016,Penama,,,,35-39,VU03,1816
2016,Penama,,,,40-44,VU03,1500
2016,Penama,,,,45-49,VU03,1435
2016,Penama,,,,50-54,VU03,1138
2016,Penama,,,,55-59,VU03,881
2016,Penama,,,,60-64,VU03,680
2016,Penama,,,,65+,VU03,1743
2016,Sanma,,,,0-4,VU02,8117
2016,Sanma,,,,5-9,VU02,7394
2016,Sanma,,,,10-14,VU02,5838
2016,Sanma,,,,15-19,VU02,5808
2016,Sanma,,,,20-24,VU02,5148
2016,Sanma,,,,25-29,VU02,4350
2016,Sanma,,,,30-34,VU02,3573
2016,Sanma,,,,35-39,VU02,3215
2016,Sanma,,,,40-44,VU02,2492
2016,Sanma,,,,45-49,VU02,2163
2016,Sanma,,,,50-54,VU02,1717
2016,Sanma,,,,55-59,VU02,1271
2016,Sanma,,,,60-64,VU02,1004
2016,Sanma,,,,65+,VU02,2094
2016,Shefa,,,,0-4,VU05,12551
2016,Shefa,,,,5-9,VU05,11175
2016,Shefa,,,,10-14,VU05,9025
2016,Shefa,,,,15-19,VU05,9303
2016,Shefa,,,,20-24,VU05,10840
2016,Shefa,,,,25-29,VU05,9661
2016,Shefa,,,,30-34,VU05,7239
2016,Shefa,,,,35-39,VU05,6264
2016,Shefa,,,,40-44,VU05,5297
2016,Shefa,,,,45-49,VU05,4766
2016,Shefa,,,,50-54,VU05,3656
2016,Shefa,,,,55-59,VU05,2776
2016,Shefa,,,,60-64,VU05,1840
2016,Shefa,,,,65+,VU05,3209
2016,Tafea,,,,0-4,VU06,5859
2016,Tafea,,,,5-9,VU06,6166
2016,Tafea,,,,10-14,VU06,5104
2016,Tafea,,,,15-19,VU06,3360
2016,Tafea,,,,20-24,VU06,2731
2016,Tafea,,,,25-29,VU06,2908
2016,Tafea,,,,30-34,VU06,1952
2016,Tafea,,,,35-39,VU06,1961
2016,Tafea,,,,40-44,VU06,1528
2016,Tafea,,,,45-49,VU06,1307
2016,Tafea,,,,50-54,VU06,1007
2016,Tafea,,,,55-59,VU06,917
2016,Tafea,,,,60-64,VU06,650
2016,Tafea,,,,65+,VU06,1600
2016,Torba,,,,0-4,VU01,1538
2016,Torba,,,,5-9,VU01,1458
2016,Torba,,,,10-14,VU01,1222
2016,Torba,,,,15-19,VU01,994
2016,Torba,,,,20-24,VU01,843
2016,Torba,,,,25-29,VU01,804
2016,Torba,,,,30-34,VU01,663
2016,Torba,,,,35-39,VU01,531
2016,Torba,,,,40-44,VU01,458
2016,Torba,,,,45-49,VU01,433
2016,Torba,,,,50-54,VU01,337
2016,Torba,,,,55-59,VU01,242
2016,Torba,,,,60-64,VU01,205
2016,Torba,,,,65+,VU01,433
2016,,Ambae,,Male,,,5993
2016,,Ambae,,Female,,,5677
2016,,Ambrym,,Male,,,3818
2016,,Ambrym,,Female,,,3834
2016,,Banks,,Male,,,4648
2016,,Banks,,Female,,,4491
2016,,Efate,,Male,,,18088
2016,,Efate,,Female,,,17587
2016,,Epi,,Male,,,3314
2016,,Epi,,Female,,,3294
2016,,Luganville,,Male,,,8344
2016,,Luganville,,Female,,,7968
2016,,Maewo,,Male,,,1876
2016,,Maewo,,Female,,,1787
2016,,Malekula,,Male,,,16004
2016,,Malekula,,Female,,,15552
2016,,Malo,,Male,,,2256
2016,,Malo,,Female,,,2109
2016,,Paama,,Male,,,867
2016,,Paama,,Female,,,853
2016,,Pentecost,,Male,,,8680
2016,,Pentecost,,Female,,,8521
2016,,Port Vila,,Male,,,26162
2016,,Port Vila,,Female,,,25275
2016,,Santo Rural,,Male,,,17301
2016,,Santo Rural,,Female,,,16206
2016,,Shepherds,,Male,,,623
2016,,Shepherds,,Female,,,584
2016,,Tafea Outer Islands,,Male,,,2336
2016,,Tafea Outer Islands,,Female,,,2287
2016,,Tanna,,Male,,,16096
2016,,Tanna,,Female,,,16331
2016,,Tongoa,,Male,,,1354
2016,,Tongoa,,Female,,,1321
2016,,Torres,,Male,,,505
2016,,Torres,,Female,,,517
2016,,Ambae,,,0-4,,1646
2016,,Ambae,,,5-9,,1667
2016,,Ambae,,,10-14,,1401
2016,,Ambae,,,15-19,,1191
2016,,Ambae,,,20-24,,914
2016,,Ambae,,,25-29,,844
2016,,Ambae,,,30-34,,633
2016,,Ambae,,,35-39,,609
2016,,Ambae,,,40-44,,531
2016,,Ambae,,,45-49,,523
2016,,Ambae,,,50-54,,456
2016,,Ambae,,,55-59,,337
2016,,Ambae,,,60-64,,273
2016,,Ambae,,,65+,,645
2016,,Ambrym,,,0-4,,963
2016,,Ambrym,,,5-9,,1069
2016,,Ambrym,,,10-14,,980
2016,,Ambrym,,,15-19,,719
2016,,Ambrym,,,20-24,,561
2016,,Ambrym,,,25-29,,538
2016,,Ambrym,,,30-34,,469
2016,,Ambrym,,,35-39,,399
2016,,Ambrym,,,40-44,,391
2016,,Ambrym,,,45-49,,305
2016,,Ambrym,,,50-54,,305
2016,,Ambrym,,,55-59,,225
2016,,Ambrym,,,60-64,,234
2016,,Ambrym,,,65+,,494
2016,,Banks,,,0-4,,1340
2016,,Banks,,,5-9,,1290
2016,,Banks,,,10-14,,1102
2016,,Banks,,,15-19,,931
2016,,Banks,,,20-24,,768
2016,,Banks,,,25-29,,720
2016,,Banks,,,30-34,,608
2016,,Banks,,,35-39,,470
2016,,Banks,,,40-44,,424
2016,,Banks,,,45-49,,392
2016,,Banks,,,50-54,,306
2016,,Banks,,,55-59,,214
2016,,Banks,,,60-64,,182
2016,,Banks,,,65+,,392
2016,,Efate,,,0-4,,4939
2016,,Efate,,,5-9,,4340
2016,,Efate,,,10-14,,3443
2016,,Efate,,,15-19,,3209
2016,,Efate,,,20-24,,3723
2016,,Efate,,,25-29,,3347
2016,,Efate,,,30-34,,2511
2016,,Efate,,,35-39,,2220
2016,,Efate,,,40-44,,1866
2016,,Efate,,,45-49,,1684
2016,,Efate,,,50-54,,1315
2016,,Efate,,,55-59,,991
2016,,Efate,,,60-64,,711
2016,,Efate,,,65+,,1376
2016,,Epi,,,0-4,,1025
2016,,Epi,,,5-9,,871
2016,,Epi,,,10-14,,718
2016,,Epi,,,15-19,,747
2016,,Epi,,,20-24,,636
2016,,Epi,,,25-29,,493
2016,,Epi,,,30-34,,384
2016,,Epi,,,35-39,,333
2016,,Epi,,,40-44,,287
2016,,Epi,,,45-49,,282
2016,,Epi,,,50-54,,235
2016,,Epi,,,55-59,,157
2016,,Epi,,,60-64,,135
2016,,Epi,,,65+,,305
2016,,Luganville,,,0-4,,2174
2016,,Luganville,,,5-9,,1907
2016,,Luganville,,,10-14,,1633
2016,,Luganville,,,15-19,,1913
2016,,Luganville,,,20-24,,1751
2016,,Luganville,,,25-29,,1368
2016,,Luganville,,,30-34,,1136
2016,,Luganville,,,35-39,,998
2016,,Luganville,,,40-44,,814
2016,,Luganville,,,45-49,,746
2016,,Luganville,,,50-54,,610
2016,,Luganville,,,55-59,,418
2016,,Luganville,,,60-64,,314
2016,,Luganville,,,65+,,530
2016,,Maewo,,,0-4,,587
2016,,Maewo,,,5-9,,532
2016,,Maewo,,,10-14,,385
2016,,Maewo,,,15-19,,301
2016,,Maewo,,,20-24,,304
2016,,Maewo,,,25-29,,278
2016,,Maewo,,,30-34,,234
2016,,Maewo,,,35-39,,204
2016,,Maewo,,,40-44,,205
2016,,Maewo,,,45-49,,168
2016,,Maewo,,,50-54,,138
2016,,Maewo,,,55-59,,80
2016,,Maewo,,,60-64,,82
2016,,Maewo,,,65+,,165
2016,,Malekula,,,0-4,,4759
2016,,Malekula,,,5-9,,4729
2016,,Malekula,,,10-14,,3536
2016,,Malekula,,,15-19,,2654
2016,,Malekula,,,20-24,,2228
2016,,Malekula,,,25-29,,2361
2016,,Malekula,,,30-34,,2137
2016,,Malekula,,,35-39,,1962
2016,,Malekula,,,40-44,,1503
2016,,Malekula,,,45-49,,1357
2016,,Malekula,,,50-54,,1081
2016,,Malekula,,,55-59,,870
2016,,Malekula,,,60-64,,679
2016,,Malekula,,,65+,,1700
2016,,Malo,,,0-4,,686
2016,,Malo,,,5-9,,596
2016,,Malo,,,10-14,,458
2016,,Malo,,,15-19,,382
2016,,Malo,,,20-24,,360
2016,,Malo,,,25-29,,341
2016,,Malo,,,30-34,,246
2016,,Malo,,,35-39,,238
2016,,Malo,,,40-44,,197
2016,,Malo,,,45-49,,189
2016,,Malo,,,50-54,,182
2016,,Malo,,,55-59,,148
2016,,Malo,,,60-64,,99
2016,,Malo,,,65+,,243
2016,,Paama,,,0-4,,200
2016,,Paama,,,5-9,,209
2016,,Paama,,,10-14,,234
2016,,Paama,,,15-19,,191
2016,,Paama,,,20-24,,98
2016,,Paama,,,25-29,,101
2016,,Paama,,,30-34,,91
2016,,Paama,,,35-39,,85
2016,,Paama,,,40-44,,82
2016,,Paama,,,45-49,,67
2016,,Paama,,,50-54,,88
2016,,Paama,,,55-59,,45
2016,,Paama,,,60-64,,65
2016,,Paama,,,65+,,164
2016,,Pentecost,,,0-4,,2716
2016,,Pentecost,,,5-9,,2749
2016,,Pentecost,,,10-14,,2121
2016,,Pentecost,,,15-19,,1381
2016,,Pentecost,,,20-24,,1195
2016,,Pentecost,,,25-29,,1186
2016,,Pentecost,,,30-34,,1076
2016,,Pentecost,,,35-39,,1003
2016,,Pentecost,,,40-44,,764
2016,,Pentecost,,,45-49,,744
2016,,Pentecost,,,50-54,,544
2016,,Pentecost,,,55-59,,464
2016,,Pentecost,,,60-64,,325
2016,,Pentecost,,,65+,,933
2016,,Port Vila,,,0-4,,6110
2016,,Port Vila,,,5-9,,5437
2016,,Port Vila,,,10-14,,4339
2016,,Port Vila,,,15-19,,4931
2016,,Port Vila,,,20-24,,6232
2016,,Port Vila,,,25-29,,5540
2016,,Port Vila,,,30-34,,4125
2016,,Port Vila,,,35-39,,3507
2016,,Port Vila,,,40-44,,2979
2016,,Port Vila,,,45-49,,2641
2016,,Port Vila,,,50-54,,1972
2016,,Port Vila,,,55-59,,1497
2016,,Port Vila,,,60-64,,888
2016,,Port Vila,,,65+,,1239
2016,,Santo Rural,,,0-4,,5257
2016,,Santo Rural,,,5-9,,4891
2016,,Santo Rural,,,10-14,,3747
2016,,Santo Rural,,,15-19,,3513
2016,,Santo Rural,,,20-24,,3037
2016,,Santo Rural,,,25-29,,2641
2016,,Santo Rural,,,30-34,,2191
2016,,Santo Rural,,,35-39,,1979
2016,,Santo Rural,,,40-44,,1481
2016,,Santo Rural,,,45-49,,1228
2016,,Santo Rural,,,50-54,,925
2016,,Santo Rural,,,55-59,,705
2016,,Santo Rural,,,60-64,,591
2016,,Santo Rural,,,65+,,1321
2016,,Shepherds,,,0-4,,127
2016,,Shepherds,,,5-9,,165
2016,,Shepherds,,,10-14,,157
2016,,Shepherds,,,15-19,,138
2016,,Shepherds,,,20-24,,87
2016,,Shepherds,,,25-29,,82
2016,,Shepherds,,,30-34,,75
2016,,Shepherds,,,35-39,,77
2016,,Shepherds,,,40-44,,43
2016,,Shepherds,,,45-49,,69
2016,,Shepherds,,,50-54,,46
2016,,Shepherds,,,55-59,,39
2016,,Shepherds,,,60-64,,21
2016,,Shepherds,,,65+,,81
2016,,Tafea Outer Islands,,,0-4,,742
2016,,Tafea Outer Islands,,,5-9,,731
2016,,Tafea Outer Islands,,,10-14,,607
2016,,Tafea Outer Islands,,,15-19,,448
2016,,Tafea Outer Islands,,,20-24,,341
2016,,Tafea Outer Islands,,,25-29,,332
2016,,Tafea Outer Islands,,,30-34,,260
2016,,Tafea Outer Islands,,,35-39,,240
2016,,Tafea Outer Islands,,,40-44,,184
2016,,Tafea Outer Islands,,,45-49,,186
2016,,Tafea Outer Islands,,,50-54,,153
2016,,Tafea Outer Islands,,,55-59,,90
2016,,Tafea Outer Islands,,,60-64,,81
2016,,Tafea Outer Islands,,,65+,,228
2016,,Tanna,,,0-4,,5117
2016,,Tanna,,,5-9,,5435
2016,,Tanna,,,10-14,,4497
2016,,Tanna,,,15-19,,2912
2016,,Tanna,,,20-24,,2390
2016,,Tanna,,,25-29,,2576
2016,,Tanna,,,30-34,,1692
2016,,Tanna,,,35-39,,1721
2016,,Tanna,,,40-44,,1344
2016,,Tanna,,,45-49,,1121
2016,,Tanna,,,50-54,,854
2016,,Tanna,,,55-59,,827
2016,,Tanna,,,60-64,,569
2016,,Tanna,,,65+,,1372
2016,,Tongoa,,,0-4,,350
2016,,Tongoa,,,5-9,,362
2016,,Tongoa,,,10-14,,368
2016,,Tongoa,,,15-19,,278
2016,,Tongoa,,,20-24,,162
2016,,Tongoa,,,25-29,,199
2016,,Tongoa,,,30-34,,144
2016,,Tongoa,,,35-39,,127
2016,,Tongoa,,,40-44,,122
2016,,Tongoa,,,45-49,,90
2016,,Tongoa,,,50-54,,88
2016,,Tongoa,,,55-59,,92
2016,,Tongoa,,,60-64,,85
2016,,Tongoa,,,65+,,208
2016,,Torres,,,0-4,,198
2016,,Torres,,,5-9,,168
2016,,Torres,,,10-14,,120
2016,,Torres,,,15-19,,63
2016,,Torres,,,20-24,,75
2016,,Torres,,,25-29,,84
2016,,Torres,,,30-34,,55
2016,,Torres,,,35-39,,61
2016,,Torres,,,40-44,,34
2016,,Torres,,,45-49,,41
2016,,Torres,,,50-54,,31
2016,,Torres,,,55-59,,28
2016,,Torres,,,60-64,,23
2016,,Torres,,,65+,,41
2016,,,aneityum,Male,,VU06021,745
2016,,,aneityum,Female,,VU06021,688
2016,,,aniwa,Male,,VU06005,200
2016,,,aniwa,Female,,VU06005,220
2016,,,canal - fanafo,Male,,VU02061,2618
2016,,,canal - fanafo,Female,,VU02061,2298
2016,,,central malekula,Male,,VU04008,3125
2016,,,central malekula,Female,,VU04008,3141
2016,,,central pentecost 1,Male,,VU03060,1357
2016,,,central pentecost 1,Female,,VU03060,1290
2016,,,central pentecost 2,Male,,VU03018,1892
2016,,,central pentecost 2,Female,,VU03018,1970
2016,,,east ambae,Male,,VU03051,1227
2016,,,east ambae,Female,,VU03051,1019
2016,,,east malo,Male,,VU02042,1048
2016,,,east malo,Female,,VU02042,964
2016,,,east santo,Male,,VU02056,2382
2016,,,east santo,Female,,VU02056,2303
2016,,,emau,Male,,VU05034,344
2016,,,emau,Female,,VU05034,341
2016,,,erakor,Male,,VU05040,4491
2016,,,erakor,Female,,VU05040,4427
2016,,,eratap,Male,,VU05003,3456
2016,,,eratap,Female,,VU05003,3184
2016,,,eton,Male,,VU05037,1830
2016,,,eton,Female,,VU05037,1688
2016,,,futuna,Male,,VU06004,336
2016,,,futuna,Female,,VU06004,325
2016,,,gaua,Male,,VU01053,1324
2016,,,gaua,Female,,VU01053,1252
2016,,,ifira,Male,,VU05039,582
2016,,,ifira,Female,,VU05039,604
2016,,,luganville,Male,,VU02001,8344
2016,,,luganville,Female,,VU02001,7968
2016,,,makimae,Male,,VU05033,623
2016,,,makimae,Female,,VU05033,584
2016,,,malorua,Male,,VU05041,1528
2016,,,malorua,Female,,VU05041,1388
2016,,,mele,Male,,VU05057,2349
2016,,,mele,Female,,VU05057,2389
2016,,,merelava,Male,,VU01065,279
2016,,,merelava,Female,,VU01065,309
2016,,,middle bush tanna,Male,,VU06062,3001
2016,,,middle bush tanna,Female,,VU06062,3006
2016,,,mota,Male,,VU01064,362
2016,,,mota,Female,,VU01064,320
2016,,,motalava,Male,,VU01063,810
2016,,,motalava,Female,,VU01063,868
2016,,,nguna,Male,,VU05036,864
2016,,,nguna,Female,,VU05036,864
2016,,,north ambae,Male,,VU03050,1944
2016,,,north ambae,Female,,VU03050,1979
2016,,,north ambrym,Male,,VU04011,1529
2016,,,north ambrym,Female,,VU04011,1627
2016,,,north east malekula,Male,,VU04007,3614
2016,,,north east malekula,Female,,VU04007,3548
2016,,,north efate,Male,,VU05035,1483
2016,,,north efate,Female,,VU05035,1504
2016,,,north erromango,Male,,VU06019,756
2016,,,north erromango,Female,,VU06019,735
2016,,,north maewo,Male,,VU03014,1216
2016,,,north maewo,Female,,VU03014,1146
2016,,,north pentecost,Male,,VU03017,3079
2016,,,north pentecost,Female,,VU03017,2844
2016,,,north santo,Male,,VU02047,2472
2016,,,north santo,Female,,VU02047,2275
2016,,,north tanna,Male,,VU06026,2046
2016,,,north tanna,Female,,VU06026,2140
2016,,,north tongoa,Male,,VU05031,835
2016,,,north tongoa,Female,,VU05031,853
2016,,,north west malekula,Male,,VU04006,2816
2016,,,north west malekula,Female,,VU04006,2699
2016,,,north west santo,Male,,VU02044,844
2016,,,north west santo,Female,,VU02044,853
2016,,,paama,Male,,VU04013,867
2016,,,paama,Female,,VU04013,853
2016,,,pango,Male,,VU05038,1161
2016,,,pango,Female,,VU05038,1198
2016,,,port vila,Male,,VU05002,26162
2016,,,port vila,Female,,VU05002,25275
2016,,,south ambae,Male,,VU03049,783
2016,,,south ambae,Female,,VU03049,734
2016,,,south east ambrym,Male,,VU04012,794
2016,,,south east ambrym,Female,,VU04012,758
2016,,,south east malekula,Male,,VU04009,2657
2016,,,south east malekula,Female,,VU04009,2483
2016,,,south east santo,Male,,VU02046,3086
2016,,,south east santo,Female,,VU02046,2870
2016,,,south epi,Male,,VU05027,761
2016,,,south epi,Female,,VU05027,688
2016,,,south erromango,Male,,VU06020,299
2016,,,south erromango,Female,,VU06020,319
2016,,,south maewo,Male,,VU03015,660
2016,,,south maewo,Female,,VU03015,641
2016,,,south malekula,Male,,VU04058,1934
2016,,,south malekula,Female,,VU04058,1973
2016,,,south pentecost,Male,,VU03016,2352
2016,,,south pentecost,Female,,VU03016,2417
2016,,,south santo,Male,,VU02045,4363
2016,,,south santo,Female,,VU02045,4071
2016,,,south tanna,Male,,VU06022,670
2016,,,south tanna,Female,,VU06022,662
2016,,,south west malekula,Male,,VU04059,1858
2016,,,south west malekula,Female,,VU04059,1708
2016,,,south west tanna,Male,,VU06023,2763
2016,,,south west tanna,Female,,VU06023,2830
2016,,,tongariki,Male,,VU05032,519
2016,,,tongariki,Female,,VU05032,468
2016,,,torres,Male,,VU01055,505
2016,,,torres,Female,,VU01055,517
2016,,,ureparapara,Male,,VU01066,239
2016,,,ureparapara,Female,,VU01066,217
2016,,,vanua lava,Male,,VU01054,1634
2016,,,vanua lava,Female,,VU01054,1525
2016,,,varisu,Male,,VU05030,816
2016,,,varisu,Female,,VU05030,802
2016,,,vermali,Male,,VU05029,1012
2016,,,vermali,Female,,VU05029,1068
2016,,,vermaul,Male,,VU05028,725
2016,,,vermaul,Female,,VU05028,736
2016,,,west ambae,Male,,VU03052,2039
2016,,,west ambae,Female,,VU03052,1945
2016,,,west ambrym,Male,,VU04010,1495
2016,,,west ambrym,Female,,VU04010,1449
2016,,,west malo,Male,,VU02043,1208
2016,,,west malo,Female,,VU02043,1145
2016,,,west santo,Male,,VU02048,1536
2016,,,west santo,Female,,VU02048,1536
2016,,,west tanna,Male,,VU06023,4255
2016,,,west tanna,Female,,VU06023,4312
2016,,,whitesands,Male,,VU06024,3361
2016,,,whitesands,Female,,VU06024,3381
2016,,,aneityum,,0-4,VU06021,244
2016,,,aneityum,,5-9,VU06021,206
2016,,,aneityum,,10-14,VU06021,154
2016,,,aneityum,,15-19,VU06021,122
2016,,,aneityum,,20-24,VU06021,139
2016,,,aneityum,,25-29,VU06021,128
2016,,,aneityum,,30-34,VU06021,91
2016,,,aneityum,,35-39,VU06021,70
2016,,,aneityum,,40-44,VU06021,66
2016,,,aneityum,,45-49,VU06021,64
2016,,,aneityum,,50-54,VU06021,51
2016,,,aneityum,,55-59,VU06021,25
2016,,,aneityum,,60-64,VU06021,25
2016,,,aneityum,,65+,VU06021,48
2016,,,aniwa,,0-4,VU06005,66
2016,,,aniwa,,5-9,VU06005,61
2016,,,aniwa,,10-14,VU06005,58
2016,,,aniwa,,15-19,VU06005,20
2016,,,aniwa,,20-24,VU06005,28
2016,,,aniwa,,25-29,VU06005,31
2016,,,aniwa,,30-34,VU06005,21
2016,,,aniwa,,35-39,VU06005,20
2016,,,aniwa,,40-44,VU06005,20
2016,,,aniwa,,45-49,VU06005,23
2016,,,aniwa,,50-54,VU06005,19
2016,,,aniwa,,55-59,VU06005,10
2016,,,aniwa,,60-64,VU06005,12
2016,,,aniwa,,65+,VU06005,31
2016,,,canal - fanafo,,0-4,VU02061,749
2016,,,canal - fanafo,,5-9,VU02061,658
2016,,,canal - fanafo,,10-14,VU02061,539
2016,,,canal - fanafo,,15-19,VU02061,581
2016,,,canal - fanafo,,20-24,VU02061,468
2016,,,canal - fanafo,,25-29,VU02061,398
2016,,,canal - fanafo,,30-34,VU02061,330
2016,,,canal - fanafo,,35-39,VU02061,263
2016,,,canal - fanafo,,40-44,VU02061,250
2016,,,canal - fanafo,,45-49,VU02061,166
2016,,,canal - fanafo,,50-54,VU02061,141
2016,,,canal - fanafo,,55-59,VU02061,88
2016,,,canal - fanafo,,60-64,VU02061,117
2016,,,canal - fanafo,,65+,VU02061,168
2016,,,central malekula,,0-4,VU04008,958
2016,,,central malekula,,5-9,VU04008,837
2016,,,central malekula,,10-14,VU04008,641
2016,,,central malekula,,15-19,VU04008,556
2016,,,central malekula,,20-24,VU04008,469
2016,,,central malekula,,25-29,VU04008,505
2016,,,central malekula,,30-34,VU04008,431
2016,,,central malekula,,35-39,VU04008,420
2016,,,central malekula,,40-44,VU04008,347
2016,,,central malekula,,45-49,VU04008,284
2016,,,central malekula,,50-54,VU04008,226
2016,,,central malekula,,55-59,VU04008,177
2016,,,central malekula,,60-64,VU04008,132
2016,,,central malekula,,65+,VU04008,283
2016,,,central pentecost 1,,0-4,VU03060,382
2016,,,central pentecost 1,,5-9,VU03060,404
2016,,,central pentecost 1,,10-14,VU03060,327
2016,,,central pentecost 1,,15-19,VU03060,224
2016,,,central pentecost 1,,20-24,VU03060,212
2016,,,central pentecost 1,,25-29,VU03060,200
2016,,,central pentecost 1,,30-34,VU03060,175
2016,,,central pentecost 1,,35-39,VU03060,127
2016,,,central pentecost 1,,40-44,VU03060,135
2016,,,central pentecost 1,,45-49,VU03060,120
2016,,,central pentecost 1,,50-54,VU03060,104
2016,,,central pentecost 1,,55-59,VU03060,58
2016,,,central pentecost 1,,60-64,VU03060,57
2016,,,central pentecost 1,,65+,VU03060,122
2016,,,central pentecost 2,,0-4,VU03018,588
2016,,,central pentecost 2,,5-9,VU03018,595
2016,,,central pentecost 2,,10-14,VU03018,423
2016,,,central pentecost 2,,15-19,VU03018,350
2016,,,central pentecost 2,,20-24,VU03018,246
2016,,,central pentecost 2,,25-29,VU03018,262
