Year,Units,Series,Value
2015,Percent,12310,25
2017,Percent,12310,65
2015,Percent,12311,30
2017,Percent,12311,73
2015,Percent,12312,37
2017,Percent,12312,85
2015,Percent,12313,43
2017,Percent,12313,75
2015,Percent,12314,5
2017,Percent,12314,64
2015,Percent,12315,19
2017,Percent,12315,41
2015,Percent,12316,37
2015,Percent,12317,44
